,number,steam_id,playtime_at_review,voted_up,votes_up,review,story,graphic,character,music,Operability,story_state
0,0,76561198083097958,808,True,9,"結論言うと、面白いです。

発売当時にＰＳ３レベルの画質等と叩かれまくってましたが、2019年5月現在では問題無さそうです。
多少の名残がムービーシーンで残ってますが、人間の表情等の表現向上を計っていたが、調整不足だったと言った感じに見えます。
表情等は味が出て良くなってます。

ＧＵＩがイマイチ使いにくいですが、内容としては正当進化ですね。
追加コンテンツ３種を搭載した３には今現在では総合的に多少劣ってる感じはしますが、追加コンテンツ３種を搭載した４の完成形ならどうなるかはわからない位置に付けてるのは間違い無いです。

２や３とは方向性を若干変えて住み分けも計ってるようなので、興味が有ればプレイしても損は無いと思います。
こんなに不評なのが不思議なくらいです。

個人的にはカナリお薦めです。



【　本編クリア後の追記　】

ジェットパックがデラックスのDLCなのは残念ですね。
３で慣れてると最終的に空を飛び回るのに物足りなさがあります。
ミッション中盤で追加されるのか？と期待してましたが有りませんでした。
今後追加予定の大型DLC３本の中のどれかにジェットパックも入れて欲しい感じですね。

あと洋版なので日本語吹き替え無しでプレイしてますが、一部の女兵士の声が日本人的には子供っぽいと言うかロリ狙いなアニメ声優的な響きがあるので変更した方が良いんでないか？と思いました。ゲーム中とは言え、撃ち殺した時になんか嫌な感じがしますね。


【　EXPANSION PASS　と　日本語音声追加後プレイでの追記　】

残念ながら、追加コンテンツ3種搭載しても3には遠く及びませんでした。
前作の追加コンテンツは、陸海空を題材にしており、搭乗可能なロボット兵器、高速戦闘艇、ジェット・パックと、どれを見てもカッコ良い装備群が追加され、ストーリーも充実したDLC群でしたが、今回はボンネットに２連の銃器を装備した操縦が面倒なだけの戦闘車両、イマイチ操作性が悪い反重力機構搭載？のスケートボード、弾数が多く攻撃力も強いクロス・ボウと言った感じで、追加装備はどれも中途半端、ストーリーもツマランです。

本編がリロードになってジェット・パックが標準搭載されたのは評価できますが、前作がジェット機なら、今作は複葉機か？みたいな感じで爽快感も削がれてしまってるのが残念です。

日本語音声については字幕を目で追う手間が無くなるので、ゲームに集中できて良い感じとは思います。

ま～3か4で迷ったら、迷わず安くて面白い3をオススメします。
それでやり足りなかったら4を購入する程度で十分と思いますね。",,,,,,-1
1,1,76561199068001209,789,False,1,面白いかでいうと面白いが飽きる,,,,,,0
2,2,76561198808141106,1130,False,57,なにこれ,,,,,,0
3,3,76561198010619735,2437,True,2,"このシリーズのどれにも言えることだけれども、なんだかとても惜しいところで今一歩なゲーム。
広大な島と綺麗な風景に爽快感のある爆発という他のゲームにはない抜きんでた特徴があるのに、それらをうまく生かせないゲームシステムという足かせによって、個人的には爆発でストレス解消しつつ、島内を観光するサンドボックスでしかない。爆発の爽快感も、エフェクト自体は派手なものの、すぐに敵に手配されて爆発を眺めるどころの話ではなくなる。また敵基地を爆破しても前作のようにスコアとして見えやすいわけでもないので、結局同じことの繰り返しだけになりすぐに飽きる（またしばらくして少しだけやりたくなるけど）。

いっそ島内のすべてを破壊することができて、これほど忙しく敵に追われず、破壊のデータがもっと長く保存されれば（コンフィグをいじれば現状でも長くできるかもしれないが）、たとえゲームとしては微妙なままでも、他を寄せ付けない神サンドボックスゲーになりそうなだけに残念。

観光サンドボックスとしても、道路の作りは3以前に比べてだいぶ現実的になったし、AIの車の挙動も許容できる程度にはなっている。高速道路はましになったとはいえまだ残念なレベル。とはいえ、爆発観光サンドボックスゲーとしては唯一無二に近いので、退屈なチャレンジやサブクエを忘れて、観光や破壊に没頭できるならば一応おすすめ。",,,,,,0
4,4,76561198797503613,148,False,10,"あまりこのゲーム言うことはないけど人にはお勧めできないかなーって感じです

動の際なんか地面とか壁とかに引っ掛けて移動したり空を滑空できるのは楽しかったです。
敵との戦闘の時も引っ掛けてそこまで接近できたり...
でもそれ以外の部分が...うーん…
楽しいところは楽しいけど楽しくないところは楽しくないです",,,,,,0
5,5,76561199053395577,887,False,2,グラフィックなどはあまり気にならない。敵NPCも他のゲームに比べて比較的倒しやすいのですが、すぐにスポーンしてくるのでミッション中などは特に妨害の頻度が多く、そもそもミッションのオブジェクトが見つけずらいです。,,,,,,0
6,6,76561198096885434,1350,False,6,"　半分しかやっていないけど、明らかに３よりも、だめ。つまらないという訳ではないけど、操作方法が独特になりすぎて、やりずらい。武器を変えるのは、ボタン長押しで、めんどくさい。３なら、十字キーひとつで、また、武器３つ持てたのに、４は2つしか持てないという。グレネードの下方修正は、まあ、解かる。３だと、武器庫の前で、グレネード延々と補給して、無双できたからねｗ

　あと、２，３からやってた人は、オブジェクト全破壊という醍醐味を味わいたかったのではないかと思う。４は、勢力を広げるとかいう、意味の解らないやりかたで、なんでそこを変えるのかなと思わざるを得ない。そのせいで達成感が、だいぶ薄れてしまった。

　それで、ＭＡＰ画面とか、そこらへんの画面操作も、手抜き的で、気が利かない操作としか言いようがない。総合的に言えば、作り方が「雑」なんだよね。画質やビジュアルも、そこまでこだわらなければ、ほぼ３との違いはない。　初めて、ジャスコやる人は、３をお勧めする。２もいい。だけど４は、だめ。

　出来の悪いゲームが多数を占める中で、ジャスコだけは、好きだったんだけどな・・・５は、下手したら、買わないで、ジャスコとも、おさらばするしかない。",,,,,,0
7,7,76561198063021966,655,False,5,"控えめに言ってもクソゲーですね。
無限湧きする敵を相手に、ひたすらパシリさせられるだけのゲーム。
Aが解決したら次はBにいけ、Bの途中で必ず邪魔が入り、Cをやってくれ、延々それの繰り返し。

一つのことが解決しそうになったら、100％邪魔が入ります、スムーズにいくことが絶対にない。
ブレーカーの場所などわかりにくく作り、かつナビは機能させないという簡悔精神がモロに出ています。
ボリュームの少なさを、ひたすら苦行を積ませることで誤魔化すレトロクソゲーのそれです。
",,,,,,0
8,8,76561198328353278,416,False,3,"Youtubeで見て面白そうだったので買ってみたが、致命的に操作性が悪い。スピーディな操作が要求されるのに反応に変なラグがあったり、明らかに異なる挙動が同一キーでタイミングで押し分けないといけなかったりでストレスが多い。

三人称視点で昇順がズレ易いのに無駄にシビアな当たり判定を求められる。

エイリアンなどのグロ要素がある。そもそもこのテーマのゲームに必要なのか？しかもそのエリアは無駄にオーバーハングした建物が多くてグラップリングが引っ掛かりまくる。なんでこんな要素を入れたんだ？ 

自由度が売りのはずなのにわざわざミッションで特定の武器や乗り物を強制し、面白くもないからさっさと終わりにしたいのに無駄に難度が高い。

開発チームは碌にテストプレイもせずにリリースしたのだろう。",,,,,,0
9,9,76561198122892682,121,False,7,"グラフィックが前作よりも悪い。戦車等の兵器類のデザインも悪くなりデティールも荒くなってる。
空を飛ぶ、物を破壊するなどの演出も前作よりも荒くなった感じがして爽快感が無い。
バカゲーのくせに前作よりも暗い雰囲気でやってて楽しくない。
インターフェイスも悪くなっていちいちイライラする。
前作が面白かったのならこれを買うよりも３のDLCを買うことをおすすめする。",,,,,,0
