,number,steam_id,playtime_at_review,voted_up,votes_up,review,story,graphic,character,music,Operability,story_state
0,0,76561197992300242,230,True,0,hdkgweyut5a4yrefgu7tywed,,,,,,0
1,1,76561199079241746,3541,True,0,"大まかな３つのルートはクリアしました。
やはり名作と言われるゲームには名作と言われるだけの面白さがある！
まだまだ楽しめる要素があるらしいのでやりこみたい。",,,,,,0
2,2,76561198873589127,364,False,1,楽しいです,,,,,,0
3,3,76561198359442777,1869,False,9,"[h1]かわいらしい見た目や演出に反して、実は陰湿な作風がとても苦手です[/h1]

コミカルなモブのセリフや隠しメッセージが豊富で寄り道プレイは楽しいです。
フリーのオーソドックスな見下ろし画面のRPGが好きな方は、一工夫ある本作は楽しめるのではないかとおもいます。

❌真相を知るには何度か似たような展開の周回を強いられる一本道のゲームな点は面倒です。
1周クリアは数時間程度で終われるとは言え、もっさりした歩みの遅さが気になりました。

徐々に慣らしていくフレンドリーな避けゲーと思いきや、一部高難度な箇所や、飛ばせない茶番、可愛いようでグロテスクなホラーや、案外ドロドロした人間関係、プレイヤーをおちょくるメタな仕掛けは悪趣味です。優しい世界と思ったら大嘘です。

[spoiler] ゲームとして設計された世界を物語として隅々まで見たいだけのプレイヤーを世界観の破壊者と説教し、製作者の視点で否定する作風と受け取ったので、心情的にこのゲームは大嫌いです。作中で引き返すよう嫌悪感を催す警告入りの隠しルートだとしても、作者が敷いたレールの先を見たくなるプレイヤーをおちょくっています。
ゲームとは基本的にプレイヤーが接待されるものと思っているので肩透かしです。
MOTHERシリーズ等のコミカルさとシュールなグロテスクさを併せ持つ雰囲気をたくみにオマージュしているとは言え、更に一歩踏み込んだ意地悪な内容故に精神的続編と持て囃されてきた現状が気に食いません。[/spoiler]",,,,,,1
4,4,76561199480941872,3247,True,0,"安い
簡単
ストーリーが良い",,,,,,1
5,5,76561198860189862,156,False,0,"難易度高め私はクリアできませんでした。配信者の動画を見ます。
私はせっかちなので、決まった場所でしかセーブできない負けた時のだるさがどうしてもイライラします。
戦闘もキーボードではやりづらくコントローラーになれていない私には難易度が高くクリアしても全く達成感がありません、達成感を求めるゲームではないので、あたりまえですが。
高難易度のステージだと次のストーリーまで時間がかかるので没入感はありませんでした。ストーリーが頭に入ってこないです。
確かに戦闘ではそれぞれのキャラが段階を踏むごとにセリフなどが変わっていき簡単だったステージはとても楽しいと思えました。しかし何回も挑戦が必要なステージではとてもいいキャラたちを本当に殺してやりたくてたまらなくなります。

私みたいなイライラする人には向いてないでしょう。まぁやすいので買ってみてもいいですかね。",,,,,,1
6,6,76561199258114929,381,True,0,泣く,,,,,,0
7,7,76561198997342880,598,True,0,やったほうがいい,,,,,,0
8,8,76561199195488707,1070,True,0,"小ネタがとても多く、全く商いゲームです。隠し要素を見れたときはとてもうれしいです。マップも広いですね。
ちょっとの行動だけで分岐するというところもいいです。普通のゲームとは違う感じがまた最高です。",,,,,,0
9,9,76561198989319900,551,True,0,すばらしい,,,,,,0
10,10,76561199482608350,496,True,0,"細かいところまでつくりこまれてて、とても面白い。
",,,,,,0
11,11,76561198358946021,135,True,0,"ちょっと難しすぎるゲームでウォーターフォールで断念
BGMやキャラクターデザインは良かった",,,,,,0
12,12,76561199404130059,1663,True,0,ただただ、最高。これこそ、神ゲー。,,,,,,0
13,13,76561199480512934,267,True,0,楽しい,,,,,,0
