,number,steam_id,playtime_at_review,voted_up,votes_up,review,story,graphic,character,music,Operability,story_state
0,0,76561198174378099,1217,False,1,"面白くないんじゃなくて合う合わないが激しい
メガテンとかP1~3位の暗い感じが好きな人は多分ノリ軽すぎってなると思う
面白くないわけではない　ストーリーよんでる途中でアンストしただけで・・・",,,,,,-1
1,1,76561199144381259,5935,True,0," P4Gは、女神転生でいうところライトーロウ、光ー正義　明るい物語で正統派の物語です。
人間関係は、曲もなく？安心感があります。　多少諄いかも。
システムは、ほぼペルソナシリーズの基本の完成形に成っていると思います。
　時間さえあればお試しを。",,,,,,0
2,2,76561199149171766,7458,True,0,omoroi,,,,,,0
3,3,76561199065791903,3155,False,1,"未だに起こるクラッシュで数時間が簡単にパーになる。
ペルソナ作成にもダンジョンにも日常パートも馬鹿みたいに引き延ばされて時間がかかるJRPGゲームなのにこれはない。
そういう意味では昔やったVita版の方が快適だったかもしれない。ロードやセーブは遅いが数時間がクラッシュでなかったことになることはなかった。据え置き版も出ているしあえて今Steam版買う意味もないかと。",,,,,,0
4,4,76561198828512034,5074,True,0,"[h1] 自分自身と向き合える強い心が、“力”へと変わる…[/h1]

ジュブナイルRPGとして最高のヤツでした。仲間が全員本当に良すぎる。
1週目はネタバレを受けないようにやり込むことを是非オススメします。

が、↓（核心には一切触れていないアドバイス）
[spoiler] 最後のエンディング分岐だけは調べないとアレなので、セーブを分けてクリア直前のデータを残しておくことを推奨！！！！ [/spoiler]",,,,,,0
5,5,76561199175821461,1514,True,4,"ペルソナは初代と２罪のみプレイ済みのオールドファンです。高校時代などもはや忘却の彼方にすっ飛んだプレイヤーですが、ペルソナ味の高校生活はまぶしくて楽しくて、愉快な仲間と過ごしているうちに心まで若返ったような爽やかさを覚えます。初代や２と異なり、悪魔との複雑な交渉をする必要もなく、ライトな作りながら、弱点を攻められると自由にペルソナを付け替えられない仲間のために、色々と頭を悩ませています。金策も手段が豊富なようで時間のやりくりが難しく、いざ中ボス戦に挑むと想定レベルより低いことが多くて苦戦を強いられてますが、それもまたプレイの楽しみ。
惜しむらくは短時間でちょこっとダンジョン潜って～の、ちょっと学生生活にいそしんで～の、今日は仲間と遊んで～のという隙間時間でのプレイがしづらく、がっつり時間をかけたプレイをしたくなること。あと、戦闘中のクマのボイスがだんだん鬱陶しくなってオフにしちゃったことでしょうか。
仲間もいよいよ５人目、主人公と仲間たちが立ち向かうべき敵はいかなるものか、いろいろと想像を巡らせて、また時間を見つけてプレイしたいと思ってます。これは５も楽しみ。

ぐぬぬぬ…　情報をなるべく見ずに２周目終わりましたがベストエンディングへの道は遠い…　でも
[spoiler]菜々子ちゃんに「お兄ちゃんと結婚したい」[/spoiler]と言われたので、それを夢見て３周目頑張るぞ～！",,,,,,0
6,6,76561198093733838,5888,True,0,"Vitaでこのゲームをやってたあの時が、自分にとっての青春でした。
自分の中で1番思い出深く、大切な作品です。
",,,,,,0
7,7,76561198120522439,2145,True,0,色褪せない面白さ。画面もきれいになってて良い。,,,,,,0
8,8,76561199149206771,7311,True,1,"core i7 12700 オンボードUHD770 動作快適です！
自分にとってはセリフ回しも面白くてあきずに最後までプレイできた！
まだプレイしたことない方はこのゲームおすすめです",,,,,,0
9,9,76561199309621964,3437,True,0,５のロイヤルプレイして「なかなかの良ゲー」って思ってたけどまさか４がそれを超えるとは...もともとはプレツーのゲームだからグラフィックはどうかと思っていたがむしろこのグラが好きになってしまった！音楽も全て神。特に戦闘曲の「reach out to the truth」って曲めっちゃ好き。二周目行ってきます,,,,,,0
