,number,steam_id,playtime_at_review,voted_up,votes_up,review,story,graphic,character,music,Operability,story_state
0,0,76561198832535207,822,True,0,"自分がノベルゲームをプレイするようになったきっかけの作品
ボリュームもちょうどいいしノベルゲームやったことのない人にもオヌヌメの作品",,,,,,0
1,1,76561198398402655,231,True,1,"omosiroi

",,,,,,0
2,2,76561198343365797,341,True,1,完成度がずば抜けて高いノベルゲーム,,,,,,0
3,3,76561199043380989,338,True,1,"チンケな言葉だと思うけど、本当にいろいろと考えさせられました。
もちろんいい意味で、です。
ネタバレになりそうなので詳しいことはお話しできませんが、この作品は「ゲーム」だからこそ成り立っているものであり、ゲームだからこそ私たちに感動を与えてくれたのだと思います。
ストーリーを全部見終わった直後にこのレビューを書いているので、まだ少し頭がこんがらがっていますが、これだけは言えます。
最高のゲームでした。",,,,,,0
4,4,76561198169005656,194,True,0,"主人公が
筋弛緩する難病の人が接客業をやるためのインターフェース用ロボ
みたいになる場面が一番好きです",,,,,,0
5,5,76561198856996617,283,True,0,Just Monika,,,,,,0
6,6,76561198215685679,1694,True,0,"THIS IS SO CUTE!!!!!!
I LOVE MONIKA!!!!!!!!!!
IM FINE!!!!!!!!!!!!!!!!!!!!!!!!

VERY GOOD GAME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",,,,,,0
7,7,76561199118308761,231,True,1,"このゲームを前情報なしでやったら
トラウマになりました",,,,,,0
8,8,76561198796201939,833,False,0,"俺の
最高の
ダチに
こんなこと言わせる
許せねえ",,,,,,0
9,9,76561198388282076,32,True,0,かわいい女の子たちといちゃいちゃできて心が落ち着きました！,,,,,,0
10,10,76561198188182126,297,True,1,...,,,,,,0
11,11,76561198935673559,168,True,0,"ありふれた日常から始まって…

というのはノベルゲーの定番フォーマットですが、コンパクトな無料タイトルという枠の中で、最大限の驚きが与えられるよう考え抜かれたタイトル。この作者頭おかしい（褒め言葉

有名VTuberが取り上げていたりして、もうネタバレしてもいいっしょ的な空気が一部ネット上にあるようにも思えるので（かつての「ポートピア」のように）、まだ幸運にもバレを見ていない人は早めにプレイしてしまいましょう。Wikipediaも余裕でネタバレしているので見てはいけない。

なお、Steamのクラウドセーブ等の機能は使えません。公式サイトでは単体アプリ（インストーラーなし）でも配布されており、多数出ている二次創作Modを導入する場合は、そちらを使った方がいいでしょう。",,,,,,0
12,12,76561198922233645,211,True,0,プレイすればわかる,,,,,,0
13,13,76561198051396313,237,True,0,純愛,,,,,,0
14,14,76561198204800689,345,True,0,"Sayori is my ""mama"".",,,,,,0
15,15,76561199124409882,488,True,0,"「一般的な」萌えゲーじゃない事が分かっていても、実際にプレイするとゾクッとさせられるというか気味の悪い恐怖感に襲われる傑作ノベル。
細部に及ぶギミックがすごい。この作りこみで無料だなんて…。
日本語化は簡単にできるので、プレイした事ない方はぜひ一度プレイしてみることをお薦めしたい。",,,,,,0
16,16,76561198185585738,261,True,1,Monika Reality,,,,,,0
17,17,76561199097551106,190,True,0,精神にくる面白さ,,,,,,0
18,18,76561199092994948,916,True,0,great,,,,,,0
19,19,76561198809145938,5247,True,0,おすすめ,,,,,,0
20,20,76561198151898848,362,True,0,"無料とは思えないクオリティでとても楽しませてもらいました。
登場する女の子もみんな可愛かったし最高！",,,,,,0
21,21,76561198401787603,1220,True,0,"[h1]無料のクオリティじゃねえ[/h1]

いわゆるギャルゲーなのですがホラー要素あり。
ホラーというより驚かされる感じかな。

ネタバレは勿体ないのでこれ以上は書きません。
ただ単に怖いだけじゃなくシナリオもしっかりしてます。
もし有料でも全然満足できるクオリティですのでオススメできます。

人気ゲームでmodもたくさんあります。
参考までにmodのプレイ動画載せておきます。

https://youtu.be/WMzyvdA_zIk
",,,,,,0
22,22,76561198856714908,1051,True,1,JUST MONIKA,,,,,,0
23,23,76561198806281166,217,True,0,素晴らしい作品でした。,,,,,,0
24,24,76561198034398359,546,True,0,まだ余韻が残っている　最高だった,,,,,,0
25,25,76561198041200855,322,True,0,good game,,,,,,0
26,26,76561198991111481,244,True,0,"これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。これはいたって普通のギャルゲーです。

プレイしてみると「あれ？何かがおかしい？」って思うことがあるかもしれませんが、
多分それ、気のせいなのでそのまま進めてください。",,,,,,0
27,27,76561199094577395,13,True,1,非常にセクシーな私の角質,,,,,,0
28,28,76561199056941160,451,True,0,泣いた,,,,,,0
29,29,76561198975737223,368,True,1,Just Monika.,,,,,,0
30,30,76561198841342864,682,True,0,"中々に有名なので前情報なしでこのゲームにたどり着いた奇跡のような人は、是非色々と調べずにプレイしてほしい良ゲーム。予備知識なしの状態で始められる貴方こそ、このゲームを真に楽しめると確信します。
ゲームスタート時に注意もでますが程々に精神的恐怖演出があるので、心的に不安・敏感な状態でのプレイにはご注意を。",,,,,,0
31,31,76561199061808524,105,True,0,"何も見ないで完全に初見の状態でプレイすることを推薦いたします
きっと貴方の記憶に残る素晴らしい体験になりますよ",,,,,,0
32,32,76561198353896449,2316,True,2,"ドキドキするノベルゲームです。
思っていたようなドキドキじゃなかったですが、とにかくドキドキしました。",,,,,,0
