,number,steam_id,playtime_at_review,voted_up,votes_up,review,story,graphic,character,music,Operability,story_state
0,0,76561198260687852,150,False,0,"VRで美少女と触れ合ってみたいと思うならSteam版でも良いかと
エッチな部分も見たいならイリュージョン公式で買った方が楽だし早い",,,,,,0
1,1,76561198989145155,203,False,0,ガイドも攻略もヘルプもなし、超むずすぎ,,,,,,0
2,2,76561198054538806,127,False,0,シーンを遷移するには、スマホで撮りながらあれこれやったり天地を移動したりしてやっと進む感じです。屋根を突き抜けて天の視点に移動したときに、行為の進展が進んだのは呆れました。不親切な設計で何もヒントがなく疲れます。,,,,,,0
3,3,76561198831235700,347,True,3,[spoiler] 公式サイトの説明を読んでパッチを導入してからが本番 [/spoiler],,,,,,0
4,4,76561198392446040,498,True,12,"[url=illusionvr.jp] 18+Patch [/url]
素晴らしいです
ガールフレンドと一緒にポッキーを食べるのはとても恥ずかしいです
VRをお持ちの場合は、購入するようにしてください",,,,,,0
5,5,76561198980172625,315,True,14,"とりあえず、 
Amazonに格安近藤さん200個BOXだかが2000円くらいで売ってるからそれを買え。装着後にティシューで拭いておくと手がぬるぬるにならずに済むぞ。 
後は彼女を思う存分に愛してやりなさい。 
あと股間の彼も片手で愛してあげなさい。 
 
 
 
で、こんなくだらないレビューを読んでくれた諸兄よ。 
もしこのゲームに物足りなさを感じたなら... 
[spoiler] まず、掲示板へ行って「 Uncensored 」で検索なさい。 
もしくは 2018年6月29日 10時46分に建てられた 
「 Uncensored Patch Download 」と言うスレッドがあるのでソレを探すのです。見つける事が出来たら、一番上にある URL の【スペースを抜いて】そこで圧縮データを入手せよ。その後、解凍したら中にあるレドメに従えば、あなたが望んだ物があるかもしれない。 
具体的には、女性側のモザイクだけでなくキチンとモデルもりあ～る造形に変わるのだ！ ただし、男性のソレはモザイク棒のままである。 [/spoiler] 
幸せってのは、自分の足（手）で探させば意外と見付かるモンなのよね。 
海外諸兄達よ、センキュー！！！",,,,,,0
6,6,76561198287297641,148,True,5,"VRを持ってる人なら絶対買いたくなる、とても素晴らしい[u]ｴｯﾁｨ[/u] 作品です


[spoiler]あんなことやこんなことをヤリ放題です　私の下の息子がとても大変でした [/spoiler]",,,,,,0
7,7,76561198142704323,6,True,1,"このゲームはとても気持ちいいです。
あなたも彼女を作りませんか？
友達のリンメイも絶賛していました。
すぐ終わったけど",,,,,,0
8,8,76561198185548039,55,False,2,"ベンチマークでビビット来たので購入。
キャラはとてもかわいい。
でもシナリオ通り進むだけなので、もう少しフリーにイチャイチャしたかった。

本番シーンは一人称視点で見るより横に回ってAVとしてみればまぁ・・・という感じ。
一人称で楽しむためには股間用のコントローラーが欲しいですね。

今のVRでは本番ありのエロゲーはまだ早すぎる気がする。
のぞき部屋系やパンチラ系AVみたいなのなら楽しそうなんだけど。
結局のところ中に入れるのは目玉とコントローラーだけなんだよね。

個人的にはベンチマークの分だけで十分だったかな、と思う。",,,,,,0
9,9,76561198103088566,380,True,0,steamVRエロゲーマー必修科目,,,,,,0
10,10,76561198026040240,124,False,4,グラフィックやゲーム性は置いておいて、操作方法の説明などもなく「勝手に自分でいろいろボタン押して気付けよ」といった感じで放り出されて非常に不親切なゲームだと感じた。,,,,,,0
11,11,76561198188411893,44,False,1,"VRが普及し始めたころから話題の作品でしたが、いざプレイしてみると大したことがない。
ただJKの女の子イチャイチャするだけ。そこに楽しさを見出すことが出来れば有りですが
私は別段楽しいとは思わなかったので合いませんでした。
イリュージョン作品は過去にもプレイした事が有りますが、もっと登場する子と会話をしたり出来たら面白かったんじゃないかなと思います。",,,,,,0
12,12,76561197976001982,69,True,15,"[h1]返金申請しておいてなぜオススメでレビューを書くのか？[/h1]
それは[b]「2時間遊ぶ前に返金するかどうか十分判断ができる」[/b]からだ。
つまり、[b]迷ったら買え。[/b]そして良かったら愛で、悪かったら返金せよ。
その猶予は十分に与えられる（ぐらい内容が少ない）。

[h1]まず大前提の美点として…キャラがとてもエロカワイイ[/h1]
肩の華奢な感じなど、ここまで日本人好みのエロゲー用キャラモデルは
国内外・BoothだろうがPatreon探そうが多分見つからないだろう。
エロシーンも後背位に限っては非常に良かった。単なる俺の好みかも…。

だが今作もイリュージョンらしい微妙なポイントが多々あり
結局の所[b]VRであってもいつものポイントクリック・ドラッグ型のイリュゲー[/b]だった。

手には当たり判定が用意されてるが微妙に狭く、手が乳房があたった時の挙動も違和感たっぷり。
そのくせ[b]グラブボタンで掴んだ時の動きは超硬く、ほとんど動かない。どういうこと！？[/b]
[h1]乳掴ませたからにはスカイリムの死体がドアに挟まった時ぐらいぐんにゃぐんにゃ揉ませなさいよ！！[/h1]

またエロパッチを当ててもいつものモザイクテクスチャと棒がお出しされるので、
またよそのブラックなサイトでMOD探してこなきゃいけないの…？と思うとこれもうんざり。

エロシーンも操作が不明瞭で、何故か俺がふわあ…と上に上昇すると
行為が激しくなるなど平気で重複している操作があったりする。

スカートが捲れるのはこのゲームの大きなポイントだが、
他に目立ったインタラクティブな動作もないので寂しい。

Steamに並んでるだけあって低価格な上セールも頻繁なので
買う価値は十分にある。と思う。
けど、俺はいいや…。
そういうゲームでした…。",,,,,,0
13,13,76561198184286527,188,False,1,クソでした。,,,,,,0
14,14,76561199033176781,184,True,0,よかった,,,,,,0
15,15,76561198421862629,173,True,2,"初HMDを買ったならこれ（VRカノジョ）は絶対に買うべきだ！

非常に興奮できる作品でした。",,,,,,0
