,number,steam_id,playtime_at_review,voted_up,votes_up,review,story,graphic,character,music,Operability,story_state
0,0,76561198061158830,2679,True,0,"例えるなら家のカレー。食って感動もしないが、週一で食えと言われても抗議するほどではない水準は超えてくる味。いつものFarcryであります。僕は私は沼って人生を損なうようなゲームは要らないのだ、武装した阿呆とちょっと戯れられればいいのだ、というような方々には宜しき一品かと存じます。

ちなみに本作では釣りが導入されたが、マウス＋キーボードでは「竿を傾けて維持する」という重要な操作がかなり難しい。これから釣る貴方も、既に「提督」と戦って30分をドブに捨てた貴方も、ゲームパッドをお試しあれ。",,,,,,0
1,1,76561199074698711,28,False,0,たかだかゲームをするのにアカウントを要求してくる時点でストレス,,,,,,0
2,2,76561199166437571,161,False,1,バックできない。まともに操作すらできないくそげー。ほんとうにおすすめしない。くそげーです。二度と買いません。ネット上にある解決方法もすべて無駄でした。私以外に同様の方が多くいるようです。コントローラでのプレイを予定している方は絶対に買わないでください。,,,,,,0
3,3,76561198054040900,2064,True,2,"いつものFar Cry
散歩してると急に強制イベントに巻き込まれるのはマジで面白くないやる気削がれる、イベント結構難しいし

コンパニオン連れていけるのが良かった「おっきい猫ちゃんだね〜（豹）」
セール時ならオススメ本体のみで大丈夫
ズンパスDLCはクリア後購入で問題ないです
ナイフキルが無いのが良くわからない定番なのに",,,,,,0
4,4,76561198159657845,875,True,1,"ゲーム開始して最初の選択で便所に行って帰って来たら、ゲームクリアしてました。
数年たっても前作とまったく同じで、良いゲームです。進化もしない良いゲームです。",,,,,,0
5,5,76561198451298901,2394,True,0,"このゲーム、HDR対応してます。
グラボをRTX3060に買い替えたので、1440pのHDR表示で遊びなおしましたが、自然の景色、オープンワールドが美しくて良いです。

強制イベントがたまに発生するのが、難点ですが、それもこの世界の設定というか、世界観なのだと思って遊ぶしかないと思っています。

あと、よくわからずに難しいエリアに先に入ってしまうと、難易度が高く感じてしまうかも。弱いエリア攻略する前に先に後半レベルの難易度の高いエリアに進むことも出来てしまいます。（自分がそうやっていた）

ヘリコプターが、リアルさを捨てて操作しやすいのは良いです。便利な空中移動手段と割り切れば。

あと、ゲーム本体だけ購入してそれ以外は無課金だと武器や乗り物のアンロックが少し時間がかかる。
課金してね、ということでしょうね。

ファークライ３は面白くてエンディングまでプレイしましたが、４と５はまだ途中まで。悪くはないのだけど、シングルプレイのオープンワールドのゲーム全般に自分自身が少し飽きているのだと思う。ＵＢＩ（ＵＰＬＡＹ）のやつ。セールでだいたい買ってしまうんだけど。ウォッチドッグ２もＨＤＲ対応して欲しいな。
",,,,,,0
6,6,76561199112570463,210,False,1,買って二日目で全く起動できなくなったんだが…まだ3時間くらいしか遊んでないのに…何これ？詐欺か？金返して欲しい。,,,,,,0
7,7,76561198208326904,708,False,3,"Xboxコントローラーでバックができないバグと、ヘリで下降ができないバグと飛行機で減速ができないゲーム。
PlayStationのチェックを外しても再起動してもどうしようもないので、キーマウスで遊ぶしかないです。",,,,,,0
8,8,76561198965575571,472,False,5,"コントローラで車のバックができないと大きく書いといてください。
絶対に買ってません。",,,,,,0
9,9,76561198870598446,2054,True,0,:),,,,,,0
