,number,steam_id,playtime_at_review,voted_up,votes_up,review,story,graphic,character,music,Operability,story_state
0,0,76561198018771919,5037,True,2,"とりあえず８４時間やった。
最初のころはドキドキして（ど・・・どこまでもいける！？すごい！）って思って寝る間も惜しんでやった。
",,,,,,0
1,1,76561198312876304,251,False,2,"マルチプレイでチュートリアルを進めると進行不能になるバグがあるようです。
それが治るまではプレイしません。ありがとうございました。",,,,,,0
2,2,76561198063375940,827,True,1,"でっかい惑星を冒険するゲーム
しかもそのでっかい惑星は一つだけじゃない
無限に思えるほどに無数にある
あるアメリカ人は言った「 地球を冒険するには遅すぎて、宇宙を冒険するには早すぎる時代に生まれた我々だったが、のんのんびよりりぴーと第一話というこの瞬間に立ち会うことができた。生きるとはなんと素晴らしきことか」という言葉があった
我々は更に宇宙を旅することまでPC上で出来ることとなった
生きるとはなんと素晴らしきことか",,,,,,0
3,3,76561198094110067,9060,True,1,"数年前に1時間ほど遊んで挫折していたが、なんとなく再度プレイしてみるとなんだか面白くなっているように感じた。
かつての仕様について詳しく体験した訳ではないので雰囲気的な物ではあるが、必須アイテムが集めやすくなったりしたようだ。以前は生きるだけで精一杯だった気がするので楽になったのだろう。
微妙に宇宙船の操作がし辛いのと戦闘が淡白な点もその内拡張・改善されることに期待する。",,,,,,0
4,4,76561198281830016,10080,False,46,"かなり神ゲーに近いゲームだと思うし十分楽しめてはいたが、苦渋の判断でおすすめしないにした。
なんと言ってもクエスト関連のバグが多すぎる。
日本語でメインクエストが進行不能になる有名なバグのみならず、他のクエストでもクエストマーカーが表示されない、条件をクリアしたのに達成にならない、クエストを達成したのに同じクエストが出現し続けるなどなど、とにかくクエスト周りに関する致命的なバグがあまりにも多い。
いちいち挙げたらキリがないが操作性やUIに関する部分も細かい粗が気になる。

プラスの面だけ見たら間違いなく神ゲーなだけに本当に勿体ない。
新要素の拡充ばかりに先走るのではなく、基本的なテストプレイやバグフィックスにもっと力を入れてほしい。

2021/05/31追記
いや、本当にあまりにもバグが多すぎる。
グリッチを使わないとまともに建築すらできないってどういうこと？
何故普通に部屋や階段を置くことすらできない？
本当にテストプレイしてますか？
実害のない笑えるバグならともかく、普通にプレイに支障があるバグをこんなにもたくさん放置しているのは流石に許容できない。",,,,,,0
5,5,76561198176943690,19544,False,27,"日本語でプレー中。。。200時間くらいやってますが、メインストーリーが日本語のままだと進行不可能になるバグがまだ残っています。
かなり目立つのに放置されたままの深刻なバグです。
新しいゲームモードよりもこういうバグを先に直してほしい。
ゲーム自体は人を選ぶと思う。
",,,,,,0
6,6,76561198405458039,117,False,6,"手が滑って惑星を変な名前にしてしまい、変更が一切効かないらしいので一気にやる気を失ってしまった…。
他のところは多少説明不足が有るにしても慣れるだろうし、取り返しがつかない要素というのはないからそこまで問題ではないけれど。
このゲームはアップデートでどんどん改良され、発売時の低評価からのし上がったと聞いていますので、惑星等が何回でもリネームできるようになったらもう一回考えます。",,,,,,0
7,7,76561199169238984,98,True,1,このゲームはとても楽しいです。惑星を旅したり、他の太陽系を探索したりします。 私はこれを強くお勧めします,,,,,,0
8,8,76561198076418966,213,True,2,"いろいろな宇宙に行って　あれこれ惑星開拓しよう
というもの。

基本的にソロプレイ可能だが、素材関係が絶望的に見つからない。
そして、別の手段が存在しないのが多い
見つからないというか、ミッション到達１００％不可能もいくつか。
なので、適当に船つくって、適当にあれこれするのには最適といえる",,,,,,0
9,9,76561198399677230,7127,True,7,"～ゲーム開始直後～
「なんか左下のゲージの減り方がえぐいな…とりあえず回復できる素材を集めよう」
「えっ回復しても減り方えぐいからとにかく素材を集めなきゃ…」
「死んだわ」

序盤に2回ほど死にます、死にました。チュートリアルかな？
中盤終盤も割と死ぬので注意、防御系のアップグレードを付けていけばほぼ敵なしになるから問題はないですが

宇宙船を見つけて修理して乗ってからようやくゲームスタート、真上にカメラ向けて惑星を脱出しましょう
メインストーリーとかちゃんと用意されてるけどぶっちゃけ最初のメインクエストクリアしたらもう自由に動いていいです、拠点を作って、インテリアのアイテムを開発するために地面を掘ったり走り回ったりクエスト行ったりインベントリのスロット拡張したり金策したり装備をアップグレードしたり
金策については適当にお値段の高いアイテムを売っぱらって行けばそれなりに稼げるので特に苦労もしないかな
新しい宇宙船を買うのに結構金掛かるのでそこはちょっと大変だけど
でも宇宙船にもピンからキリまであるので、身の丈（所持金）に合った船を買おう

このゲームは広大な宇宙を冒険するのが目的で敵を倒すのはおまけ程度です
一応敵も用意されてて、ボスっぽい見た目の敵も用意されてるから戦闘もちょっとは楽しけるかなって感じ

総合的に見て結構面白いです。


とりあえず下記のバグについては原因を調査できたので留飲は下がった
手順とか踏まないと発生しなさそうなのでまぁ許容範囲内か
とりあえず、オートセーブは宇宙船から降りた時にしかセーブされないので、特定のセーブポイントで積極的にマニュアルセーブしよう
最悪事故は防げる
ーーーーーーーーー
原因不明のバグが致命的すぎる

必死こいて宇宙船をアップグレードしてより良いものを作ろうと頑張って頑張っても、突然ステータスやスロットの内容物が前に乗ってた宇宙船のものに置き換わるバグが発生（置き換わり元の宇宙船はなぜか消滅）

これにより貴重な船を失い、今までの時間を失い、後に残るのは理不尽に対するやり場のない怒りだけ

マジでふざけんなクソが

",,,,,,1
10,10,76561198823085526,5424,True,6,"はじめはひとりで、孤独を感じながら、どこだか分からないデカい星の表面をあるいたりとんだりしながら資源を集める。
そして壊れた宇宙船を見つけて、なんとか修理して他の星を目指す。

一張羅の宇宙服で探索できる星がむやみやたらに、おそらく100年、200年、いや10000年かけても探索しきれないほどある。
何も目印なしに探索していると、他の人に出会う機会はほとんどない。
でも地面に足をつけた星に名前を付けることができて、たまに他の人が名付けた星を見つけられる。

しばらくストーリーをすすめると簡単にマルチプレイができる場所に行ける。
そこにはたくさんの人がいて、いろいろな星を一緒に探索したりできる（探索以外にもできることはあるが、楽しみのため言わない）。

あとは自由。
写真撮影も楽しい。

レビュー時現在、アップデートがまだ続いているので、ときどき遊びたい。
",,,,,,0
11,11,76561198302515113,898,True,10,"[h1]空中から地上、たまに水中を大冒険！[/h1]
Elite:Dangerousには地上探索がないじゃない！ということで購入。
あちらより操作が簡単で、尚且つストーリーがあるため取っつきやすい。これがとても嬉しい。
さらに言えばクソ強いAI海賊に叩き落されることも、40万光秒を30分以上かけて飛ぶこともない。これもとても嬉しい。
総じてとにかく遊びやすい！長時間ガッツリも、一日3時間とかでも楽しめる。
EVEやE:Dは敷居が高いが、宇宙に羽ばたきたい…と感じてる人にはかなりお勧め。

反面バグの多さはかなり顕著。10時間も遊んでないのに詰みで4回転生を経験した。しかしチート能力はもらえないみたい。残念…
ﾌﾚﾝﾄﾞ=ｻﾝは1ヶ月掛けた建築が吹っ飛んだりしたらしい。割と諸行無常なのでそれなりのお覚悟を。",,,,,,0
12,12,76561198386564105,10767,True,1,"いまだにアップデートが入り、やることがなくならないので飽きない
",,,,,,0
13,13,76561198023429415,742,True,0,素晴らしい,,,,,,0
