,number,steam_id,playtime_at_review,voted_up,votes_up,review,story,graphic,character,music,Operability,story_state
0,0,76561198846455252,1297,True,0,ストーリーは短いがやり込めば中々遊べる,,,,,,-1
1,1,76561199261899035,2755,True,0,"ii

",,,,,,0
2,2,76561198197258181,644,True,16,"ゲーム自体は面白いですが、自分の環境では結構な頻度でゲームがクラッシュします
本日パッチが入りましたが未だにクラッシュ。
安定するまで実績コンプは控えようかなと思います",,,,,,0
3,3,76561199221216784,11691,True,0,"[h1] まるで一本の映画体験 [/h1]
このゲームはスパイダーマンの中でもマイルズモラレスというキャラに焦点をあてたゲームです。
私は前作をプレイしていませんがストーリー的には一話完結型で前作未プレイでも楽しめますし、さらに海外ドラマのようにこれまでのあらすじを紹介する動画がありますので安心してよいと思います。
メインストーリとサイドミッションが主でメインストーリーは映画一本みるぐらいのボリュームでサクッとプレイしたい人には良いと思います。サイドミッションは主人公の周りの人々との関係をより深く知ることのできるものでこれもまたサクッとプレイできます。
気軽にプレイできる反面、前作をプレイした方からするとボリュームが少なく感じるところもあるかと思いますおお（主にガジェット類とストーリー。まー値段が安くなってるので相応かなと。
[h1] あなたのITSVがここにある [/h1]
[strike] ここからは自己責任ですが... [/strike]
私のプレイ時間がストーリーに見合ってないですがこれはMODを導入してオリジナルのintotheSPIDERVERSEを作っていっるからです。様々なスーツや挙動を修正するもの見栄えを映画ITSVに近づけるものなどがあり。映画を再現しスクショしたりSWING動画を撮ったりマニア層は自分好みにいじくり楽しむこともできると思います。
ただし、導入に少しハードルが高く日本語で説明してるサイトも少なく自分で検索して調べる必要があります。ここにサイトを載せるとアウトと思いますので
[ネクサス mod]　と検索すると情報は出てくるかと思います。
スパイダーマン好きはもちろんスパイダーマンは知ってるけどマイルズって？という方だれにでも楽しめる作品になってると思います。よりアクロバットになったswing、マイルズ特有のアクション、個性豊かな各キャラクター、ホリデーシーズンのNYC、このゲームにはあなたが夢見たITSVがあります。でわよいスパイディーライフを！",,,,,,1
4,4,76561198020590641,1033,True,0,"アクション面は前作の正当進化という形でとても素晴らしい。ニューヨークの街をスイングで飛び回るのが楽し過ぎてファストトラベルを使う気にならない操作性の良さは健在。
戦闘は新要素のヴェノムありきでバランス調整されているようで、ヴェノムを使わないとすぐに劣勢に追い込まれる。
ただ、それが従来のアクションの面白さを邪魔せず相変わらず爽快感のある戦いを楽しめるようになっていた。

気になるのはボリュームの少なさ。収集要素やサブクエストをみっちりやっても十数時間なので、メインだけ追えば5時間足らずで終わりそう。ストーリーが短すぎてキャラの掘り下げが不十分になっている部分もあり、特に敵のボスの魅力をほとんど引き出せていないように感じた。終盤の街の危機の演出もやや唐突感が否めないのもあって、クライマックスもいまいち盛り上がれなかった。
あと本編中のムービーででかでかとBLACK LIVES MATTERと描かれた壁画を写してみたりスパイダーマンに脈絡なく手話やらせてみたりとポリコレアピールがやや鼻に付く。

プレイ中進行不可能になるようなバグには遭遇しなかった。ただ、イベントシーンとの切り替わり際にキャラの座標がおかしくなって妙な動きをしたりポリゴンの隙間に落ち込むことはちょくちょくあった。一番まずかったのはエンディングムービーでスパイダーマンのテクスチャが欠けて半分透明の訳わからん見た目になったこと。おかげで感動やかっこよさよりお笑いが勝ってしまった。

スパイダーマン好きならまず間違いなく楽しめるだろうけど、このボリュームではフルプライスだと損した気分になるかもしれない。",,,,,,-1
5,5,76561197971094804,1121,True,8,"[h1]いいところ[/h1]
前作に引き続き爽快感のあるアクションは素晴らしく、美しい冬のニューヨークのビル群の間をいつまでも飛び回っていたくなる。日本語吹き替えも素晴らしく、プレイ後は映画を見終わったような感じ。（映画は吹き替え派）[strike] でもそれって前作の感想と同じじゃね？ [/strike]あとネコチャンがかわいいよ❤

[h1] よくないところ[/h1]
悲しいことにゲームクリアしてから思い返すと、出来のいい部分があるだけにストーリーの粗を強く感じてしまった。
以下前作のストーリーを含むネタバレ記述があるの未プレイの方は黒塗りの部分に気を付けてごらんください。

スパイダーマンのヴィランは一部を除いて悪事に手を染める理由は第三者（プレイヤー）から見て同情できる部分があったり、なんだったらヴィランを応援してやりたくなる理由もあったりする。
特に前作のメインとなるヴィランの悪行の理由はプレイしていてとても納得できるしヴィラン側にも感情移入できる理由であった。
（[spoiler]とある人物に対する積年の恨みに加えて、未完成の装備の悪影響で理性を失い怒りに我を忘れていた。さらに付け加えるなら、主人公の恩人であり本来善人である人物が悪人になってしまう展開がとても印象深かった [/spoiler]）

しかしながら今作のヴィランの行動の理由にあまり感情移入できない。なぜなら以下理由
[spoiler] 前作のノーマンに当たる役どころにある実業家？に兄の功績を横取りされた上に殺されたのがヴィランの悪事の理由なのだが、兄を殺された恨みと怒りで我を忘れているとは言え、やっていることはギャングワナビーのゴロツキにハイテク武器を与えて街中で犯罪行為を起こしているだけ、実際ゴロツキ共は「これで有名になれる」だの「一気に成り上がってやる」だの普段ピーターやマイルズがぶちのめしてるゴロツキと言動も行動原理も変わらない。まぁ強盗だのはしてない分マシといった程度だが、巻き込まれる一般人からすればどちらも大して変わらん。 [/spoiler]

[spoiler]あれだけのハイテク機器を自作してスパイダーマン並みの機動で動き回れるなら、さっさと兄の仇だけを討てばいいのに兄の仇がおっ立てたビルの破壊にやたら固執する、破壊する方法も作中でさんざん人体に有害であると明言されてる動力源（ヴィラン側のゴロツキ共にも若干被害がでている）を暴走させて破壊しようとしている。あんなにデカいビル木っ端みじんにしたらビル内の兄の仇に関係ないビル周辺の人も巻き込みまくるとおもうけどその辺の説明もない、そもそもかなり巨大な企業なんだからビルの一つや二つ吹き飛ばしたくらいじゃ大して影響ないんじゃない？[/spoiler]
[spoiler] 終盤で件のビル内でマイルズとヴィランは対決するのだが、兄の仇本人がそのビルを破壊しても痛くもなんともないし、何だったらテロの被害者面してさらにやり放題できるよ～っと煽られるが、それを聞いてもビルの破壊に固執しつづけてる。[/spoiler]

これでは前作ヴィランのように同情も感情移入もできないし、そんなヴィランに説得を続けながらボコボコにされるマイルズにもあまり感情移入できない。とはいえマイルズはまだ十代だし未熟な部分も彼の魅力といえばそうだけど、先輩スパイダーマンに相談するくらいはしてもよかったのではないだろうか。

あと一番興ざめした要素で、サブミッション内で[spoiler] BLM [/spoiler]のロゴがデカデカと表示されて[spoiler] BLM [/spoiler]イメージのスーツまで着せられたときは心底ゲンナリしました。どちらかというとあの手の暴徒どもを止めるのがスパイダーマンの役でしょうに。ていうかフィクション世界内に現実のイザコザを持ち込むなよ。

[h1]総評 [/h1]
ほかのレビューにもあるとおりボリューム不足感が否めない。私のクリアまでのプレイ時間は約１８時間ほどであるがプレイ中結構寄り道してこのプレイ時間である。
詰まらないゲームとは言わないがプレイ感は前作とあまり変わらないのでセール時に買うか、前作の大型DLCと思ってプレイしてもいいだろう。
ところで本作のDLCって軽く調べても見当たらないけど今年発売の２に乞うご期待ってコト？",,,,,,1
6,6,76561197994008877,115,False,1,"何故かメニュー画面を開くボタンの反応が悪い。
自分のコントローラーの故障を疑ったが1作前のスパイダーマンの方は普通に反応しているのでゲーム自体が問題と思われます。
しかも前作で嫌いだった「チャレンジで最高の成績を出さないと機能がアンロックできない」のが今作でもあるのがやる気を削ぐポイントでもありました。",,,,,,0
7,7,76561198028429352,627,True,1,"相変わらず面白い。
すこーしボリューム感が減った気はしますが。

開発中らしい次作を楽しみにしています。",,,,,,0
8,8,76561199428797530,1232,True,0,"nice
",,,,,,0
9,9,76561198956092020,1270,False,2,"アプリが落ちまくってゲームにならない。不具合報告に公式サイトのリンク貼ってあるけど公式に報告できる場所がない。再インストール整合性試しても解決せず。

ゲームの中身は、前作に比べて内容が薄いし、ボリュームも少ない。買ってまでやる価値はない。追加コンテンツ程度。",,,,,,0
10,10,76561199383375969,696,True,0,初めてこのようなマーベル、スパイダーマン？アクションてきなゲームをやったものです、とてもグラフィックがきれいで、ストーリーもこっており、映画のようで最高でした、ものすごく感動したので、これからもひゅんひゅん飛びまくりたいと思います。,,,,,,1
11,11,76561199048753665,699,True,0,ストーリー短かったけどめちゃ楽しかった,,,,,,-1
12,12,76561198964295520,134,True,1,"PS4のコントローラーで視点が意味わからんところに飛ぶ方へ

「ライブラリ」→「ホーム」→左のゲーム一覧の「Marvel’s Spider-Man: Miles Morales」を選択→「コントローラーレイアウト」を選択後、ジャイロがオンになってる可能性大なのでそれ外すとまともにプレイできるようになるよ",,,,,,0
13,13,76561198926513038,1368,True,0,"好評だった前作から更にパワーアップした神ゲー。生体電気なる能力を使って敵との熱いバトルを楽しむのも良し、ギミックを使って翻弄するのも良し、ステルスで着実に蝕んでいくのも良しとで色んな楽しみ方が出来る。また、グラフィック面もマシンパワー次第で映画並の臨場感を味わえる。サイドクエストもマイルズやその周囲の関係性が垣間見る事の出来る良い物ばかりで、特に宝探しは必見。クリスマスシーズンを舞台にしているということもあるためか、家族愛や友情、人情に溢れた作品だ。

最後に、不評の原因であるボリュームに関して。確かに他の大作ゲーや前作と比べれば短くまとまってはいるが、未熟なマイルズの短い成長物語として考えると、あまり長引かせるとテーマがブレてしまいかねないし丁度いい塩梅だと個人的には思う。寧ろ、ウェブシューターでの移動が楽しすぎて寄り道に時間を食ってしまいがちだったため、飽きる前に駆け抜けられるボリュームだったのは僥倖。プレイ時間の短さで悩んでいる人がいたら、気にせずプレイしてみて欲しい。",,,,,,0
14,14,76561199143559225,146,False,5,"ポリコレがキツい
主人公の友人などキャラクターの顔が不細工で有色人種ばかり出てくる。
犯罪ミッションをクリアした時の黒人のデフォルメイラストがハートマークを飛ばしてきて気色悪い",,,,,,0
15,15,76561198056260839,457,True,0,"ストーリーが熱くていい
ゲーム内容的には前作のDLCレベルだけどとにかく物語が熱いからやめられなくなる",,,,,,1
16,16,76561198183271246,504,True,1,"本編の完成度が非常に高いゲームなのでやはりおもしろい。
新能力のヴェノムも強力でかっこいい。
敵は本編より強力でヴェノム前提のバランス。

おもしろい部分は他の方が書いてくれてるので少し気になったことを。


敵と戦うエリアが障害物が多くてそれに敵が引っかかったりしてコンボが途切れたり、壁際で敵を認識しなくなってなにもない空間を殴ることになったりという場面がかなり多い。

最終ミッション、ストリートで大量の敵と戦う時に異常にカメラが近くなってなにをやってるかわからないくらいだった。

後はステルス時に足場から勝手に落ちたりと意図しない動きをする場合があること。

というふうに本編では遭遇しなかった誤動作みたいなのが多くていまいち気持ち良く動かせないときがあるのは気になった。


とはいえおもしろいゲームなのは間違いない。",,,,,,0
17,17,76561198020787303,790,True,20,"相変わらずの面白さ。移動や戦闘の気持ち良さは継承しつつ、新主人公の個性をよく出せていた。
前作からの改善点として、拠点攻略系のサイドミッションで強制的にウェーブ型戦闘が差し込むのが不満だったのが、今回はステルスで全部通せるのが良かった。

一つだけ不満を挙げると、全体的なボリュームが前作よりかなり少なくなってしまったこと。
ガジェットやスキルなどパワーアップ要素の種類も少なめ。ストーリーが綺麗に終わってるのと値段が安いことである程度理解はできるが、もう少しスパイダーマン業を楽しめると良かったかな。

次回作への伏線がしっかり張られていたので、現在開発中らしい新作に期待。",,,,,,1
18,18,76561198194760229,695,True,2,"前作未プレイでの感想です。

〇ストーリー
前作未プレイでも楽しめました。SIEのゲームなのでムービーが多いのかなっと始めましたがムービーは少なめ。
程よい緩急のつけ方で良いと思います。バットマンアーカムシリーズの明るいバージョンという印象です。

〇グラフィック
グラフィックのクオリティは相当高いです。ムービーシーンは映画を見ているような迫力で圧倒されました。
ただし要求スペックも高いので買う前にはPCの推奨スペックをしっかり見る事をお勧めします。
推奨スペックより少し高めのスペックでないと60fpsキープは厳しいかと。
私はUWQHDモニターでプレイしましたが21:9にしっかり最適化されている点もGOODです。

〇戦闘
私はバットマンアーカムシリーズの大ファンですがそれに似ています。あのアクションが好きなら触る価値ありです。
バットマンシリーズより少し簡単に感じましたのであのコンボを覚えるアクションが苦手な方でも安心して遊べるかと思います。

〇オープンワールド部分
オープンワールドに関しては少し前の箱庭モノです。収集要素等もありますが余り凝ってはいません。
地上部分は同じ感じの建物が広がっていて退屈だと感じました。ずっと空を飛び回るので関係ありませんが、美しい街なので少し観光要素があればより良かったのになぁと思いました。

〇ボリューム
このタイプのオープンワールドは長すぎるとダレてしまうのでコンパクトで良いと感じました。

〇バグ
オープンワールドなのに殆どバグがないのは非常に高評価です。一度ゲームが落ちましたが頻繁にオートセーブされてるようなので特に問題ありませんでした。
アプデ待ちさせられる最近の大作とは違い、いつ買っても満足できるかと思います。
バグだらけでリリースされる最近のオープンワールドは見習って欲しいです。

〇総評
明るい雰囲気のバットマンアーカムシリーズといった所でしょうか。バットマンシリーズのファンが気軽に手を出すのも良し、ここから物足りなさを感じたらバットマンにも行くも良しという純粋にカジュアルに遊べるアクションゲームです。
尖った所はありませんが万人にお勧めです。ゴッサムナイツが残念そうなのでこっちがあって救われました。",,,,,,1
19,19,76561199099622968,976,True,5,"とりあえずストーリーをクリアしたのでレビュー
前作スパイダーマンの外伝的な作品となっています。

ストーリーも前作の地続きで要所要所に「あぁそういえばそんなのあったな」と感じさせるポイントが含まれていてよかったです。
またグラフィックも前作同様美麗で、特に今回はクリスマス近辺のストーリーとなっているため冬の雪景色をスイングすることができます。滅茶苦茶テンションあがりました。

ストーリーについてはあまりボリュームがあるとはいえず、サブクエスト含めあっさりとした印象です。しかしこのゲームの神髄はスイングしながら街を横断するあの爽快感だと思っているのでそこまで気にはなりませんでした。

総評としては是非お勧めしたい作品です、できるなら前作とセットで買ってほしいです。",,,,,,1
