,number,steam_id,playtime_at_review,voted_up,votes_up,review,story,graphic,character,music,Operability,story_state
0,0,76561198042524335,131,False,0,"死にゲー。
QTEだらけ。
今やるのは全然おすすめできない",,,,,,0
1,1,76561198017078201,2710,True,0,"バトロワ系のゲームに飽きてきたのでこのゲームを買ってみた。
ストーリーは感情移入するほどのめり込めなかった。度々出てくる父親との回想が鬱陶しい。
ララの顔は前作のほうがいいな。幼い顔で人を殺しまくるのは違和感がある。
トゥームレイダーと言えば遺跡探検で謎解き、色々な仕掛けをクリアかと思ったが、あまりなく残念だ。
ラスボスが魅力なさすぎて絶対倒さなければという使命感も起こらない。最後のステージって、最強のボスが絶対ゲームクリアさせんぞってくらいでプレイヤーを倒しに来るのがゲームの醍醐味だと思うんだけど、貧弱すぎないか？
10点満点で5.5点くらいだな。セールの時だけ買っとこう。",,,,,,0
2,2,76561198970743529,759,True,0,微妙,,,,,,0
3,3,76561198396577485,886,False,0,Big waste of time ,,,,,,0
4,4,76561198798205975,1927,True,0,ララ・クロフトが大好きです。,,,,,,0
5,5,76561198375002837,1057,True,0,"前作の正統進化。アクションとQTEが好きならオススメ。
面白かったが、トロコンまではしないかなといった感じ。(協力プレイも必要だし)
カメラも、演出以外で勝手に動くこともなく(オプションで変更可能)、3D酔いも起きにくく改善されていた。",,,,,,0
6,6,76561198079446279,3234,True,0,"RTX3070を購入してプレイ
最高設定でも60フレーム超えがやっとの美映像
ゲームってプレイを楽しむものでもあるけれどグラフィックを楽しむものでもあると思います
RTX3000シリーズを購入したら真っ先に起動して欲しいソフト
シャドウオブトゥームレイダーよりある意味美しいグラフィックです",,,,,,0
7,7,76561198076373395,721,False,5,"個人の感想ですが・・・
ファザコン中二病気味のちょっと痛い姉ちゃんの痛めつけられる様を眺めつつ
アサクリとアンチャーテッドを中途半端にパクったゲーム　でした。
パブリッシャーがスクエニじゃなければもうちょっとまともだったかもしれないと正直・・

ゲームは面白いです。グラフィックもとても美しい。オープンワールドの探索は非常に楽しい。

ただですね・・・メインストーリーの進行がですね
敵拠点のステルス戦闘攻略だったかと思えば続けてアンチャーみたいに大量mobが理不尽に押し寄せ一方的にフルボッコにされたりするので
どういう方向性でプレイヤーに攻略させたいのか、さっぱりまとまってないです。

敵の領地に突然キャンプ場(安全地帯)が現れるのも意味不明。敵に追われてる真っ最中ですよあーた。
RPGセーブポイントじゃあるまいしストーリー進行中に前後の相関関係　度外視で出現するって
世界観どうなってるんだこれ？て感じです。近代アクションゲームでこれは頂けない。

又、この主人公、自分勝手かつ周りの事情全無視姉ちゃんなので・・
どうにも感情移入出来ませんでした。

プロローグはこれまたご都合主義なストーリー動線で無い方が良かった印象。
たまたま落ちた先に探してた遺跡のドアがあり
更にたまたま落ちた先に証拠と洞穴があり
更に更にたまたま落ちた先にたまたま隠し洞窟が繋がっていて探し求めてた遺跡が苦労なく見つかります。

まあ　ダメ出しばかりしてても仕方ないのですが

雪山攻略がメインの本作で主人公は極薄ダウンジャケットとGパン、バックパックなしで寒い凍える！物資がない！とか言ってブルブル震えるのも正直滑稽でしたし、
メインストーリーの流れ前後にブツ切れ感があり、
命からがら助けて貰ったのに、その事には一切何も触れず自分の状況確認も無しで　次のイベントトーク始めたりしてましたし、
敵拠点で絶対視認出来る距離と向きなのに、何故か敵に見つからない　という現実味の無い距離での攻略だったり、
何かちょこっとづつ不足してるゲームだなあ・・という印象でした。

セール価格での購入をおすすめします
定価ではおすすめしないです",,,,,,1
8,8,76561198154689997,3485,True,2,"前作プレイ済みです。
トゥームレイダーのリブート作品としては2作目らしいです。

日本語DLCでいろいろありましたが、
前作同様、ゲーム内容は非常によかったです。
ララの顔はなんとなく前作よりゴツくなりましたかね？
おっぱいとおしりは前作同様です。

パズルも難しすぎずカジュアルにこなせますし、
地図に、収集物回収率や、どこになにがあって回収済みなのかとか出るので、
なんとなくクリア前や後に100%にしたくなります。

100%チャレンジのときに挫折しかけた点は以下の2点、
・シリアはクリア前はファストトラベルできないように見えますが、クリア後に行けるようになるので100%目指せます。あきらめないで！
・某所のニワトリチャレンジは終盤ニワトリがでなくなるっぽいので、クリア後にチャレンジしましょう。

なんとなく弓をメインで使ってプレイしてますが、
敵のラッシュのときなんかは、ついついアサルトライフルとかで楽をしたくなってしまう。

難易度イージーだったため、戦闘はあまり頭を使わなくても勝ててしまうようで少し単調になりがちでした。
難易度上げると、いろいろ武器や爆発物の種類とか工夫しないといけなくなるのかな？

あと、ファストトラベルのローディングが異常に長かったです。
同じ地域の別キャンプに行くだけでも、
自分で操作して移動したほうが結局早く着いたんじゃないか？ってくらい待ちます。

もしかしたら、開発側からのファストトラベルはあんまり使わずに、
世界を楽しんで、というメッセージかもしれません。

あと、クリア直後、メニュー画面からコンティニューすると、
軽いエピローグ？的なムービーがあるので、100%でクリアしても、
1回コンティニューして、クリア後の世界を訪れてみてください。
",,,,,,0
9,9,76561198116482292,6379,True,20,"【言語】UI・字幕・音声・日本語
【難易度】選択可能
【実績難易度】やや難しい (DLCあり)
【オフライン実績】105時間
【オンライン実績】未取得

[h1]※私のレビューの注意※[/h1]
いつの間にか「Rise of the Tomb Raider：20 Year Celebration」というものに変更されてます。これしか購入できません。
「includes Season Pass」と書いてますので、どこまでのDLCが含まれてるかわかりませんが昔よりもお得だと思います。
私の過去のレビューは2020年2月でしたので、結構最近変更されたのかもしれません。ほぼ意味のないレビューとなりましたが、一応残して置きます。


-------------------------------------------------------------
以下昔のレビュー。


有名な作品で沢山のレビューがあり、今更私がレビューする事はないと思うので・・・今から買う人の為にいくつかPC版の仕様について書きたいと思います。
どれを買えばいいかわからない人の参考になれば幸いです。


[h1]PC版とCS版の違い[/h1]
今作はPC版でも日本語音声がついてます。前作のように別売りではありませんので安心してください。

ただし、CS版は初めからDLCが全部入ってますが、PC版は個別で購入する必要があります。海外Steamにはあるみたいですが、日本からの購入の場合はこちらを購入するしかありません。
以下DLCの内容です。


[h1]Rise of the Tomb Raider 20 Year Celebration Pack[/h1]
日本語名：クロフト邸 + おまけモード「ナイトメア」
アクセス方法：タイトル画面から

クロフト家の事が色々と知る事ができるサイドストーリーです。1時間程で終わります。
父の死後、屋敷の所有権をめぐって叔父と対立することになってしまったので、ララがクロフト家を探索して過去のいろんな謎を解き明かす物語です。

オマケモードの「ナイトメア」は同じクロフト家のMAPを使ったゾンビ殲滅モード。ザコゾンビを倒してボスを倒すと終了。短いアーケードモードみたいなものです。

またストーリーモードに最高難易度の「上級サバイバー」が追加。
あとはクラシック版ララ・クロフトのスキン5種 (レトロなポリゴンになる)と、Tomb Raider3をリメイクしたコスチューム。スコアアタックで使える武器カードが増えます。


[h1]Baba Yaga: The Temple of the Witch[/h1]
日本語名：バーバ・ヤーガ
アクセス方法：ストーリーモードの途中

本編のサイドクエストのようなもので内容は3時間程。そのままプレイしていればDLCとは気づかないです。
ちゃんと1つの物語となっていますが、DLCだからと言ってネタバレもありませんので最後にプレイする必要はありません。
むしろそのままの流れで一気にプレイした方が装備も増えて攻略が楽になります。

クリアするとそのままストーリーモードで使えるコスチューム1つと武器が1つもらえます。
スコアアタック用にも同じ装備が追加されます。


[h1]Cold Darkness Awakened[/h1]
日本語名：冷酷な闇
アクセス方法：探索一覧から

専用の固定のマップを探索し、敵を倒しながら4つの塔を封鎖する事が目的のモードです。
武器等は強化カードをセットしない限り「弓」のみです。残りはすべて現地調達する必要があります。
塔の封鎖にはナビゲーターの指示にそって行動しなければならない、ちょっとしたパズルが用意されています。
武器やパズルにはランダム性があり、プレイするたびに変化します。

スコアアタック用のアーケードモードに近いと思います。
ゲームプレイは30～40分程。スコアアタック用のカードも15枚以上もらえます。


[h1]Endurance Mode[/h1]
日本語名：エンジュランス
アクセス方法：探索一覧から

シングルモードとオンライン協力モードがあります。
今流行りの生き残る事を目的とした「サバイバルモード」です。

基本システムはメインモードと同じだが、そこに「空腹度」と「体温」の管理が必要となります。どちらかが尽きてしまうと死亡して終了。
動物を狩ってご飯を食べ、キャンプで体温調節しなければなりません。キャンプするにも資源が必要で、矢や傷薬にも資源が必要。とにかく資源管理が大事です。日数が経つほど、敵兵やクマが出てきたりと難易度が上昇します。なれるまでは難易度は高めです。

MAPはランダムで所々に「お宝のある死体安置所」が存在しますが、本編と違いトラップ多めで油断すると即死します。もちろんトラップや敵の攻撃で死亡してしまった場合もゲームは終了します。

特に目的に制限はなく、生き残れるのならできるだけ長く生き残り、お宝を沢山回収してポイントを稼ぐスコアアタックモードとなります。ただし最後はちゃんと脱出しなければクリアにはなりません。
死んでしまうとスコアは 0 となるので、どこで脱出するかの判断が面白いモードです。

問題は一度始めてしまうとセーブもできません。1時間以上はかかってしまうので、時間の余裕がある時にプレイしましょう。


[h1]その他のDLC[/h1]
特殊能力が付いたコスチュームとスコアアタックで使えるカードのセットです。
欲しい人だけ買えばいいと思います。


[h1]実績[/h1]
幾つか注意点があります。
ネット上には基本的にCS版の攻略方法しかありませんが、内容が違ったり追加されていたりします。ただし、それほど難しくはないので自分で攻略できると思います。

特にストーリーモードは難易度「サバイバー」をクリアすれば 1回のプレイでOK・・・と書いているサイトが多いですが、今はさらに高い難易度の「上級サバイバー」がありますので、いきなりこの難易度をプレイするのはオススメしません。

この「上級サバイバー」はキャンプ地でしかセーブできないという制限がありますので、このゲームの内容上、イベントの初見殺しや、落下死、キャラクターが変な方向にジャンプして死亡等が多発します。
純粋にゲームが楽しめませんので、素直に1週目は通常難易度でゲームを楽しみましょう。

もしこの実績を取る場合は上記の件でかなり進行が巻き戻る事もありますので、イライラするとは思いますが・・・これはもう仕方がないので頑張ろう。私も何度もありました。
( 例えば：オープニング → チュートリアル → 初めの遺跡 → 本編開始 まで1時間はセーブできません。死んだらはじめから。)

最後にオンラインの「エンジュランス協力」モードの実績は野良で取るのはほぼ不可能です。必ずフレンドとプレイしましょう。内容が色々あり意思疎通ができないと実績解除は無理です。
中には「パートナーを蘇生せずに自分だけ○○する」等という条件もありますので。野良でやってしまうと「迷惑行為」になりますのでやめましょう。


[h1]ちょっとだけレビュー[/h1]
基本的には前作とやってる事は同じ。前作が楽しめれば今作も楽しめると思います。良く言えばVer.UPした安定感。悪く言えばマンネリぎみです。
一応ストーリーは3部作でつながってますので、初めての人は前作からプレイした方がいいかもしれません。前作も十分綺麗な映像で面白い作品です。

1つ残念なのが、新生トゥームレイダーはトゥームレイダーなのにトゥームがおまけ扱いになってしまった所ですね。探索・狩り・強化・クライミング・ドンパチ + おまけトゥーム って感じなので、後からでたアンチャーテッドの方がストーリーにうまく遺跡探索が入ってていいと思う。
ですがもちろん2つの作品は別物です。どちらもそれぞれの良さがあって好きなので、どちらが優れている等はありません。

飽きる事なく最後までプレイできる良作だと思いますので、ぜひプレイしてみて下さい。私はとても面白かったです。",,,,,,1
