,number,steam_id,playtime_at_review,voted_up,votes_up,review,story,graphic,character,music,Operability,story_state
0,0,76561197971762806,5939,True,0,I was surprised they actually killed Tidus off at the end that was unexpected.,,,,,,0
1,1,76561198398094647,448,False,0,"ＦＦは５，６，７辺りにハマった世代で
１０の頃はＦＦから遠ざかっていたのだが、
人気があることは知っていたので
いつかやりたいと思っていたのをＨＤ化を機にプレイ
…しかし序盤の置いてけぼり間の強いストーリーと
戦闘の単調さに耐えきれず途中でリタイヤ
シンプルに面白くなかったというのが正直な感想",,,,,,1
2,2,76561199267722718,3668,True,1,おもしろ懐かしい,,,,,,0
3,3,76561199117482751,22111,True,1,"2点の総プレイ時間が300時間を超えました。
3・4000円ほどでこんなに楽しめる作品というのもまれだと思います。
エボンのたまものだなぁ。

X-2の100％コンプでは繊細なプレイが求められるので、攻略サイトとにらめっこしつつ、頭の血管が切れそうになりましたが、これもいい思い出です。",,,,,,0
4,4,76561199075379951,2505,False,2,短く言います　バトルおＫ　ストーリーおＫ　謎解きゴミ　ブリッツボールちょーーーーーーゴミ　どうやったらあんなくそつまんないミニゲームできるんだよ,,,,,,-1
5,5,76561199182390473,2814,False,0,画面が緑一色になってプレイできませんよ・・・。,,,,,,0
6,6,76561198317269524,716,False,5,"[h1]おまえなんなんだよ！(ムービーが緑色になるバグ)[/h1]
ネット上にある解決法を色々試したけど1～2時間くらいプレイしてるとどうやってもなります。
プレイ時間が少ないのは、解決法の1つとされていた、「ローカルファイルから直接起動」してプレイしていたためです。(が、意味はなかった)

作品自体はかなり面白いのでおすすめしますが、steamだと上記バグのために没頭しきれないため、PSかswitchでセールしてる時に買った方が良いかもです。ブーストモードはpc限定なので悩みどころですけどね。というか公式がまともなものを販売してくれれば起こりえない悩みなんですけどね。

上記バグが[i]全てを越えしマイナス点[/i]を与えてくるので低評価です。プレイ自体は10年ぶり(既プレイ)のため、久々にEDの「素敵だね」を聴いて泣こうと思っていただけに、かなり消化不良に。
ちなみにX-2でもなります。

[h1]良い点[/h1]
・X
キャラグラもストーリーもいいし、ブースト機能によって序盤から最強になりサクサク進められたのでかなりよかったです。時間がかかるレベリングが嫌いだった私にとっては、今後全てのRPGゲームに搭載してほしい神機能に感じました。
(なお、この機能はpc/steam版にしか搭載されていません。サクサクプレイをとるかムービーをとるかは、[i]お前の物語だ[/i])

・X-2
①OPの倖田來未は偽ユウナだということ、②最初のユリパのムービーはキツイけどその後のリメイクのキャラグラは大分可愛くなっている(前髪も一応ある！)こと、③ユウナは意識的に召喚士時代の自分から脱却しようとしてるだけで、内面はXの頃とあまり変わってないことがストーリーを進めると独白からわかる、といったことを事前に知っておくと、最序盤での離脱が防げるかもしれません。
ただ私は、なんか根本的にゲームとして面白くなくて、中盤でゲームをやめてしまいました。やらなくなったこのゲームのこと、[i]時々でいいので思い出しますね。[/i]",,,,,,1
7,7,76561198311357021,8417,True,1,"FF10は無印版をプレイ済みなので、FF10-2の評価になります。

FF10も同梱されていて、この値段で、FF10のストーリーが良かったため、おすすめ出来るにしましたが、
FF10-2のみで見た場合、おすすめできません。

その理由として、まず大前提として、世界観とストーリーが良くない。（これは事前に分かっていた）
FF10が好きな人は、FF10-2をやらない方が、正直良いと思います。

もう一つ、最悪なバグの存在がこのゲームはあります。
信じがたいのですが、エンディングが見れません。エンディングのシーンになると画面が緑色になり
画面が見れない状態になります。色んなゲームをプレイしてきましたがこんな事は初めてです。

その他の評価として、戦闘システム・やりこみ要素などは充実しており、ゲームとしては楽しめると思います。

しかしながら、不満点の方がやはり多いです。自分が感じた不満点を書きます。

①3Dの移動にストレスを感じる。
　古いゲームなので仕方ないのでしょうが、現代のゲームに慣れていると移動のストレスが半端ないです。
　画面が切り替わるたびに、自分が向いている方向を見失い、目標と逆方向に進むことが多発します。
　しかも、全体マップを確認することもできないため、非常に不便です。

②アクセサリーのソートが出来ない。
　細かい点を挙げれば他にもあるのですが、一番気になったのが、大量にあるアクセサリーの並び替えが出来ないため、
　付け替えが非常に面倒でした。とにかく現代の便利機能を排除された古いゲームである事を再認識できます。

③戦闘時、敵のステータスが全く分からない
　ライブラでステータスの確認が一応できるのですが、基本、戦闘中に敵の弱点がどこにあり、HPがどの位あるかなどの情報を
　知る事が全くできません。「敵の弱点をつくと大ダメージ」と言いつつも、そもそも弱点が何なのか知ることができない。

④無駄なミニゲームが多すぎる。
　これはFF10にも言えることですが、とにかく無駄なミニゲームが多すぎです。
　このゲームをクリアすると強力なアクセサリーが入手できるとか多すぎなので、スルーすると損した気分になります。
　そしてその難易度が半端なく高いです。

⑤無印版での裏技等が全て修正され、難易度が高くなっている。
　救済措置としての裏技が全く使えなく、ミニゲームなども実力で取るしかなく、一部の敵に通用した攻略方が
　みごとに修正されており、プレイヤーを苦しめます。

⑥取返しのつかない時限要素が多すぎる。
　攻略サイトを目を皿のようにみないと、見逃し取返しがつかないケースが多すぎです。
　絶対に初見では気が付かない事例が多すぎです。攻略サイトを目を皿のように見ながら
　進めないと、重要な装備などを入手できなかったりします。
　多分ですが、当時はまだネットが主流じゃなかったので攻略本を買わせるために、難解な
　内容にしたのではないか？と推測されます。

こんなところです。

とにかく、３Dの移動やアイテム周りの不便さなど、現代のゲームとしてはストレスが高いゲームに仕上がっている事は
覚悟した方がいいです。

FF10狙いで購入された未プレイヤーの場合は十分薦められます。",,,,,,1
8,8,76561199226132730,1512,False,0,GOMI,,,,,,0
9,9,76561198862689443,1973,False,0,戦闘がつまらない,,,,,,0
