,number,steam_id,playtime_at_review,voted_up,votes_up,review,story,graphic,character,music,Operability,story_state
0,0,76561198994926421,4528,True,0,。,,,,,,0
1,1,76561199264348328,141,True,0,补票,,,,,,0
2,2,76561198101434045,547,False,0,"〇良い点
綺麗に再現された壮大なヒマラヤの景色

〇悪い点
似たようなミッションばかりで、作業感が強い
ときどき出てくる、麻薬をイメージした演出が不快
出てくるキャラに深みがない、欧米人のバックパッカーの抱くアジアのイメージ
移動時間やムービーがながい。
序盤の動物が強すぎる",,,,,,-1
3,3,76561198103295562,1317,True,2,"3もしくは５やっていればいつものfar cryって言えばわかるくらい他のシリーズと変わらないゲーム性。
鉄塔登ってマップ開放、敵基地奪って・・・の繰り返し。サイレンサー付きの武器手に入るとほぼ作業になってしまう。
オープンワールドゲーだけどサブクエストや収集要素は少なくやれることは少ない。
他のオープンワールドゲーよりも良いところは
・捕食光景など野生動物の生態がそこそこ反映されている
・武器の種類が豊富
・ファストトラベル先に大体乗り物が置いてあるおかげで移動は快適



っとここまでの感想を見ると微妙な印象が持たれると思うがこれらの要素をすっ飛ばすくらい魅力的なのが今作の悪役であるパガン・ミンの存在だ。
far cryは３以降パッケージに悪役を載せているくらいに悪役に魅力を持たせている。
パガン・ミンは命令違反した部下を自ら粛清したり、軍を使って圧政を敷く狂人として描かれている。
しかし、主人公に対しては何故か非常に友好的に接してくる。しかも後に敵対関係になっても友好的な態度は変わらない。

なぜそこまで主人公に対して友好的なのか？

この謎を追っていくほどパガン・ミンというキャラクターの魅力にハマってしまう。
このキャラクターを見れただけでもこの作品をやって良かったと思う。",,,,,,0
4,4,76561198258305081,22,False,0,テリブル,,,,,,0
5,5,76561197971177676,2760,True,0,"南の島からヒマラヤ山脈に舞台を変えての４作目。

やってる事は前作と変わらないが、シチュエーションを変えてのプレイはやはり面白く、スニークプレイもランボープレイも両方好きなように楽しめる。他にもハンティングやドライビング、トレジャーハントに神秘体験、お好きなものがあればどうぞといった感じで、やってもやらなくても良い。アサクリが観光ゲーならファークライは各種アクティビティを楽しむリゾートゲーなのかもしれない。

戦闘難易度はスニークメインならハード、正面からドンパチしたいならノーマルがちょうど良さそう。毎度おなじみの弓矢や消音スナイパーライフルが大活躍。ロケラン、グレランで車両やヘリの撃破も相変わらず楽しい。難易度ハードでのランボープレイは敵基地内では無理ゲー気味、猛獣や傭兵部隊と共闘すればなんとかなるバランス。敵に発見されるまではコソコソ隠密、見つかったらプランＢで大暴れ、これも毎度おなじみのスタイル。

前作のストーリー展開は人間の狂気みたいなものを前面に押し出していた感じで説明的だったが、今作はそのあたりを控えめにして逆にユーザーの想像を掻き立てるような感じになっている印象を受けた。悪役のミン様は狂った独裁者として振舞うが、頑迷な現地人と比べると実は割とまともなのでは・・・とか。王立軍幹部が全員外国人であったり、外国から帰郷した主人公にやたら親切、冒頭ムービーでの現地人と思しき下士官に対して感情的になるシーン・・・。ミン様は独裁政権を築いたまでは良かったが、なにがどう転んでもクソの投げ合いを始めてしまう現地人に心底絶望していたのではないか。マルチなエンディングが余計にifのストーリーを想像させてくれるので、クリア後もレビューサイトの考察等を読んで楽しめる。

たまにやるとUBIのゲームは本当に面白い。
サクッと楽しめるおすすめのヒマラヤンリゾートです。
",,,,,,1
6,6,76561198054984425,6095,True,0,"選択を迫られる、そして何やっても文句言われる。んじゃぁ、お前がやれよ、、と、文句言いながらやるゲーム。
基地に詰めている敵勢力よりも、そこいらじゅうに居る鷹・虎・狼等の野生動物の方がよっぽどウザい。

シリーズ物ですが、単体でやっても何も問題無いです、高い所に登る、マップに散在するロック解除要素のアイテム回収、何度もやらされるサブミッションなどなど、、UBIゲーだなぁ、、と思いながら楽しめる人向け。

UBIゲー何作かやってれば「いつもの」
UBIゲー（シリーズ）初なら「これが」

UBIゲーです。",,,,,,0
7,7,76561198293007364,3407,False,0,"１ヶ月ほど遊んできましたが、あまりにもフリーズするので、心が折れました。
FARCRYは３とか５のほうが好きかな。
まあまあ面白いのですが、オススメはしません。",,,,,,0
8,8,76561199059512394,1067,True,5,"PS4の方では4000時間、僕の中学校時代の彼女みたいなもので、毎日遊んだ。
グラフィックと世界観、ストーリーに惹かれて遊び続けた。
近接戦闘のスキルから多様な武器、最高でしかない。
このゲームの二周目は何かプレーヤーが悟るタイミングになる。
果たしてこの世界に正義はあるのか、だれが正義なのか、果たして全員が悪なのではないのか.....
やってみればわかりますよ。",,,,,,1
9,9,76561198094019794,6193,True,0,ボリュームと景色が壮大です。マルチも可能なのでおすすめです。,,,,,,0
