,number,steam_id,playtime_at_review,voted_up,votes_up,review,story,graphic,character,music,Operability,story_state
0,0,76561198075712854,21210,False,17,【デモンズソウル、ダークソウル１～３、SEKIROプレイ済】　[list][*]【無駄に広いマップ】そして洞窟や地下墓の使いまわしが多い。とにかく広いので馬に乗って移動したいが馬を呼べる場所が限られている、苦労して探索した結果手に入る物が商人からいくらでも購入できるアイテムだったりする事が良くある。自分のように隅々まで探索しないと気が済まない人はかなり時間を取られる事になるので注意。（フォールアウト４やGTA、レッドデッドオンラインなどオープンワールド良作ゲーを知っていると余計残念に感じると思う。）他にはフィールドで採取できる素材から作成できるアイテムがほぼ空気になっているのも気になるところ（馬を回復させたい？エストでええやん。スタミナとか耐性を上げたい？指輪でええやん。壺投げて攻撃したい？弓がクロスボウでええやん）[*]【対人戦のバランスが悪い】特に侵入側。高火力広範囲の戦技が多く、マップにもよるが数的不利を覆すのはかなり難しい。他にはダクソのように誓約がなく対人戦でしか集められないアイテムや武器がないので対人戦をやる意味があまりない。[*]【mob、ボスの使いまわし、特に終盤はひどい。】[/list]なんだかんだ350時間以上プレイしたが（半分以上は探索に費やした時間）ダクソのよう周回したり2ndキャラを作ったりする気にはなれなかった。ダクソ未プレイの方は楽しめると思いますがダクソ経験者は肩透かし食らってガッカリするかもしれません。個人的には対人戦の面白さではダクソに負け、ボス戦の面白さではSEKIROに勝てない。そんなゲームに思いました。ダクソ４に期待です。,,,,,,0
1,1,76561198063375940,8301,True,1,"一週目クリアしました
ラニたそカワイイヤッター

[h1] デモンズやダクソ、ブラボ…そして隻狼に心が折れた者たちへ [/h1]
あとフロム初心者へ
「比較的」という文言は付くがかなり優しくなっています
セーブポイントである祝福が結構多めに設置されています
ボスや敵の拠点の近くにマリカ像というリスポーン地点を置いたり　場合によっては祝福まで完備することも
ただ連戦ボスはやめてくれ…

そして一番重要なのですがラニはヒロイン力が高くツンデレからヤンデレ的なことまでいろいろ言ってくれます　正直メインヒロインです
青色肌　四本腕とか実は性癖じゃないのですが（人形は性癖）開発されました
そもそも再開時に都合の悪いことを並び立ててから付き合ってほしいと言ってくる辺り全肯定して欲しいというカワイイが半端ないです
そりゃなんか旅立っても付いていきますよ
[spoiler]同時にキモセルブスとその手下は死にます[/spoiler][spoiler]正確には同一人物ですが[/spoiler]
そして主人公くんは[spoiler]人形性愛者の本性を現し小さなラニに対して可愛いでちゅねとか語り掛けてラニ様にコンタクトを取ります　そしてブライブの姿をした影を倒しに行きます[/spoiler]ぶっちゃけデートですね
[spoiler]そしてラニ様は感謝を述べて消えるわけですが鍵を貰って彼女の実家（というか母親の家）に帰ると婚約指輪が…！無論追いかけなければ[/spoiler]
[spoiler]そしてブライブとイジーの死！[/spoiler]
そしてデートをした後は[spoiler]結婚指輪を送って伴侶にしか渡さない婚約ソードこと月光剣を貰えてからラニの家に帰って新婚旅行の計画を立てます。最終的に同一人物の政略結婚とはいえ妻（レナラ）を捨てた親父（ラタゴン）とその背後ののけものをブッ飛ばしてから母から父を奪ったマリカを干して新婚旅行に行きます[/spoiler]
因みにピグマリオンコンプレックスには人形に対する愛以外にも生きた人間を人形として愛するという意味もあります
ぶっちゃけ[spoiler]主人公は前者でセルブスが後者ですね[/spoiler]
因みにピグマリオンコンプレックスには性欲は関係なく　そっちはアガルトマフィリアです　私はこれですね
フロムなのでACの縁もあるのでコトブキヤとアレしてメガミデバイスなどで発売しませんかね　アクションフィギュアプラモデル　ラニ
狩人様と時計塔のマリアも（目の印刷以外は良かったので）figmaなどでも構いません　はやく小さなラニをお届けして　やくめでしょ",,,,,,0
2,2,76561198056063110,4791,True,1,"「GOTYとか言ってるけど、どうせこんなもん意識高いフロム信者が盛り上がってるだけのダルい死にゲーだろう」
と、やる前は思ってたけど、やって分かった。これ死にゲー部分はどうでもよくて、単純にオープンワールドの作法がすっげえよくできてる。
これは、いいゲームです。やって損はない。

なので、これから買うつもりの人にひとつだけ言っておきたい。
[h1]攻略サイトは見ろ。[/h1]
初見の独力で全攻略できる人もいると思うが、たぶん大半は早いうちにゲームごと嫌いになると思う。
ゲームごと嫌いになる前に攻略サイトだ。攻略を見て「正しい進め方」が分かると楽しさが爆増する。大丈夫、15分考えても分からないとこは答え見た方が楽しい。たとえ多少のネタバレを踏んだとてゲーム部分は普通に面白いし、そもそも考えオチみたいなややこしいテキストばっかりだから、ネタバレなしで進めたとて一読して納得できることはまずない。
予備知識がない初見だと「チクっとつっついて、でんぐり返り」を繰り返すだけのダークソウル4だが、ちゃんとルート通りに進めば剣と魔法のエルデンリングになる。
ダクソはダルいけど、エルデンリングはおもしろいぞ。

◆難易度[中の上]

たぶんこのゲームを買うのを躊躇ってる人のほとんどは、「死にゲー」「高難易度」「ディレイ殺し」「フロム」という評判におじけづいてると思うけど、安心してほしい。
[b]エルデンリング、ものっすげえ雑に遊べる。[/b]

魔術だと間合い管理も雑でいいし、遺灰を使えばモーションの見切りも雑でいい。
ダクソ3は踊り子で挫折した自分も、ほぼトロコンしてクリアできた。
(ただ、ラスボスとマレニアは超強い。これレイドボスです。オンラインで仲間呼びましょう。)
難易度的にはボダランのTVHモードくらい。格ゲーとかFPSの対戦より格段におやさしい。
[b]レベルを上げて魔術でしばけ。[/b]

魔術は雑でいいぞ。夜の彗星だけで全道中・全ボス余裕だ。アズール砲で王になれ。

(とはいえ、裏ボスのモーグを雑にアズール砲で瞬殺した時は、自分でも流石にもったいない気持ちになった。
瞬殺パターンを試みるのは、4,5回くらい真面目に戦ってボコボコにされてからでいい。)


◆オープンフィールド[上々]

エルデンの何が面白いか、というとこれです。
オープンフィールドゲームとして真っ当に真正面から普通にちゃんとよくできてる。

探索がたのしいし、フィールドを動き回るうえで極力ストレスがないように作られてる。
・どこでもファストトラベル可。ファストトラベルにだるい演出や制約なし。
・フィールドおよびダンジョンのチェックポイント(祝福)の配置がめちゃめちゃ細かい。
・乗り物を道具として割り切ってる。だるい管理要素なし。
・ボス戦で死んでもすぐ手前から再開できる(一部例外あり)
・最後の最後まで空は飛ばない。(空とぶとオープンワールドが途端に狭くなる)
というオープンワールドの作法がきちんと守られてる。できている。

メインを進めるうえでは、""飛び石ジャンプ""がないのも素晴らしい。横位置を合わせて前に落ちるだけで、大抵の立体的な構造は突破できる。
「3Dゲーのジャンプアクションは、奥行がつかめないのでどうやっても理不尽」という原則をちゃんと分かってる。
そういう理不尽なアクションはメインルートに配置していない。とても心得ている。

[u]そしてメインの攻略に関係ない寄り道ルートにはハゲるほど理不尽な飛び石ジャンプを仕込んでる。[/u]

こいつらちゃんと分かってやがる。分かって嫌がらせしてやがる。


◆クエスト管理[難あり]

エルデン、というかフロムの明確な弱点がこれ。「あえて語らないことで世界観を深める」というわけでもなく、単純にクエスト管理が下手。ニガテ。
ふつうのゲームにあるようなクエストマーカーやクエストボードは存在しないので、どこに行って何をしたらいいのか、わからなくなってすぐ目的が迷子になる。
[b]だから攻略サイトは見ろ。[/b]

いうなれば外部サイトにクエストボードをアウトソーシングしてるような状態である。サイドミッションは、マップを端から端まで探索して、複数のNPCのあいだを行ったり来たりしないと全容が分からない。
こんなもん初見の独力で制覇するのはまず絶対無理。さいわい親切な攻略家たちが半年かけてルートをつくってくれてるので、それをなぞっていきましょう。
高い山でもルートどおりに進めばご安全にのぼっていける。


「敵だけ楽しそう」と言われる本作だが、楽しそうにはしゃいでる敵を後ろから潰すのはもっと楽しいぞ。

",,,,,,-1
3,3,76561198125196102,1331,False,1,ダークソウル4というタイトルが相応しい。序盤はそれなりに楽しめたがやればやるほどオープンワールド風になったぐらいで（広いマップにNPCがポツンといるだけなので空しい）過去作をプレイした人間からすると実は変化がほとんどない事に気づく。ボス戦は数こそ増えたが過去作より難しいとか難しくないとか以前に面白くないと感じるものが多い。ソウルシリーズやブラッドボーン等を楽しんできたのですが悪い意味でボリュームを増やしてきたなという感じでクリアする前にダレたのは初めての経験でした。おまけに値段も高すぎ。,,,,,,0
4,4,76561198986443317,2209,True,1,最初のボスを乗り越えたらいよいよ始まった！って感じで凄いワクワクがきます！楽しいです！,,,,,,0
5,5,76561198060974076,17259,False,1169,"[h1]我々日本人だけこんな高い値段設定なんだから少しくらい厳しめにジャッジしてもいいですよね？[/h1]

◎現状の問題点
・オープンワールドとしての問題点
OW特有の問題点として、折角戦闘が面白いゲームなのにゲームプレイの大半が移動時間になりがち。

折角オープンワールドゲームだからどこから進めても良いのは間違いないのだが、とにかく崖が多すぎて事実上一方通行じゃないのかと突っ込みたくなる場所ばかり。

後半のエリアは条件を満たさないと行けないので欲しい装備を入手してからの攻略はそれ以前のアイテムに限られる。

オープンワールド特有のクラフト要素もお粗末で、今までのソウルシリーズで無限購入可能だった火炎壺や松脂を自分で材料から集めて作れというだけの面倒な仕様。
しかも作るにはレシピが必要でその数があまりにも多い。
ニューゲームの度にこれらのレシピを探す手間が掛かるので本当に面倒臭い。

・相変わらず面倒＆取り返しのつかないNPCのイベント
ダクソ３でも不評だった手順が複雑なNPCのイベントは今回も健在。他のOWゲームのようにガイドがないのでただボスを倒しただけで進行不能になるという理不尽なケースに遭遇する可能性もある。
ただでさえノーヒントなのにイベントを進めるにはロードを挟む必要がある物も多く単純に面倒臭い。
かと言ってイベント完了時に手に入るアイテムは大体がビルドに大きく貢献するアイテムなのでやらない訳にもいかない。

・敵もプレイヤーもダメージ・防御性能共にインフレ気味でバランスが大味
ダメージが高い戦技、ジャンプ攻撃のダメージを増やす装備、強い魔術、出血や凍傷の割合ダメージを駆使すればヌルゲーになる。
通常攻撃のダメージは低めなので武器種によってはかなり使いづらい。
特に斧や斧槍の２刀流は動作も遅く酷い性能。

HPもプレイヤーと敵共にインフレ気味で序盤にHPを上げるとかなりヌルくなるが、中盤以降はHPを上げている事を前提とした大ダメージである。

・周回時の難易度調整が雑
エリアごとに敵の強さが変動するようなのだが、特に序盤の難易度の低さが酷い。
最大強化した武器を使うと殆ど苦戦する事無く突破できてしまうので難易度調整そのものを放棄した可能性が高い。
そして後半のエリアは敵のダメージのインフレが激し過ぎて回復の手間が多い。

・集団戦多すぎ＆投射物多すぎ
とりあえず敵の頭数を増やして難易度を高く見せている場面が多すぎる。
集団戦が多いという理由でダクソ２が批判されがちだが、あれの比ではない程敵が多い。
敵の投射物は即着弾や時間差で発射される嫌らしいものばかり。ボスも平気でそれを使ってくるし、その間逃げ回るのが最適故に戦闘のテンポが著しく悪くなる事が多々ある。

・武器強化の問題点
ソウルシリーズ由来の強化システムとOWの相性は最悪である。
バカ正直に進むべき場所へ向かってしまうと武器を+3にするだけで苦労する。
ソウルシリーズより強化アイテムが更に細分化されているので複数の武器を強化するのが余計面倒になった。
自由に武器強化できるようになるタイミングは驚く程遅く、この武器強化システム周りが糞過ぎて新規データで遊ぶ気が失せる。

・周回すると大ルーン全没収
プレイヤーに様々な恩恵をもたらす大ルーンは周回すると全て没収されてしまう。
この大ルーン自体がボスを倒してから塔の最上階にエレベーターで行かなくてはならず、取るだけでも面倒臭いのに何故没収するのだろうか。

◎長所
・ゲームそのものは面白い
ベースのダクソ３は戦闘が楽しいゲームなので戦闘自体は文句なし。

・2刀流の復活
同じ武器種限定だが好きな武器で２刀流出来るのは楽しい。

・属性派生が役に立つ
ダクソ1･3ではほぼ死に要素だった属性派生は２に近いものになって対応の能力を上げればダメージも上昇するようになった。

・人気武器両刃剣復活

・ジャンプ攻撃が出来る
ダッシュ攻撃よりも更に距離を詰めるような攻撃が繰り出せる。
特大武器や２刀流でもジャンプと同時に攻撃を出せば着地後の隙が意外と少なくかなり強い。
弓は後ろに跳躍しながら発射も可能という素晴らしさ。

・ダメージスケールがPvE PvPで別管理されている物がある。
フロムが遂に学習しPvPでぶっ壊れ級の戦技や魔術はプレイヤーに対するダメージ倍率だけを下げ、PvEに影響が出ないようになった物もある。当然全ての戦技ではないが。

・戦技の付け替え可能。
・草紋の盾を常に左手に持つゲームからの脱却。
・オープンワールドでメッセージ大喜利が出来る喜び。
・キャラクター作成の自由度は相変わらず高い。
https://steamcommunity.com/sharedfiles/filedetails/?id=2764471971

◎総評
ゲームとしては面白いけど結局オーバーホールMODを入れたダクソ３の方が断然面白い。
兎に角バランスの悪さばかり目立つ。

2023年現在、この糞みたいなバランスを調整するオーバーホールMODが多数あるのでそれの導入を前提とするならおすすめ。
但し一度はバニラの状態で一周して欲しい。",,,,,,0
6,6,76561198861103666,3856,False,1,"ボリュームは問題ないですが、敵の露骨な入力読みによる回避、攻撃途中のモーションとして不自然なまでのディレイなど敵AIの異常な動きがかなり気になりました。

難しいボスには何度も挑戦して動きを覚えてということでクリアはできますが、回避タイミングが合っていても2段目は必ず当たる攻撃などもありイライラすることもあります。",,,,,,0
7,7,76561199465900186,4436,True,1,最高,,,,,,0
8,8,76561199222263789,511,True,1,救済措置としてレベルとかルートを変えれば弱い時でも強い武器が取れるからだれにでもおすすめできます！！グラフィックもいいしかみげー！！！,,,,,,0
9,9,76561198008287638,15518,True,0,"シングルプレイのみ。
ソウルシリーズはデモンズ、ダクソ1、3をプレイ済み。
そのどれよりも面白かった。
一番気に入ったのはストーリーで、語り口が過去作よりも雄弁でキャラクター達含めて大好きになった。
風景も素晴らしくて、ゲームのグラフィックって技術はもちろん必要だけどセンスが一番大事なんだと再認識。
ゲームプレイ部分も不満に感じたのは過剰なディレイ攻撃と極一部の大型ボスくらいでソウルシリーズ集大成感あって楽しめた。",,,,,,1
