,number,steam_id,playtime_at_review,voted_up,votes_up,review,story,graphic,character,music,Operability,story_state
0,0,76561199100422799,60,False,1,"ここ数年の格ゲーでトップクラスのつまらなさ。
ギルティギアの良さを削り取った何かになっている。
やってつまらないみてつまらない最悪のゲーム。
動きがもっさりしすぎでクソやかましいカウンターエフェクト。
良いところはＢＧＭのみ。その他はすべてクソ。
キャラモデリングもrevのが良いというオチ付き。",,,,,,0
1,1,76561198032451693,1443,True,0,"the game is awesome, if you like fighting games just get it.",,,,,,0
2,2,76561198142373560,1709,True,0,"オンライン対戦でめちゃくちゃ切断されるのでゲームになりません
素直にPS版買うのが良いです


追記：
ネットワークが直ったっぽいんので神ゲーです👍

バランスは大味ですが、攻めてるほうが一方的に強いバランスなので弱キャラでもワンチャンあります
後はクロスプラットフォームが来れば何も言うことはありません",,,,,,0
3,3,76561198133563327,223,True,2,"ゲーム自体はすごい面白いし人いっぱいいるのPC格ゲーではあり得なかったから嬉しい～～
でも前作にあったコンボ練習するモードがないのが一番残念...",,,,,,0
4,4,76561199149430077,1099,True,3,"従来のアークゲーの難しい要素を出来るだけ簡略化しつつ、新しいやり込み要素(各種ロマキャン)は作ろうとした意欲作だと思います。キャラバランスはイマイチですが、まぁギルティはそう言うゲームなので笑
シンガポール住みですがオンライン対戦は有線であれば日本、東南アジアサーバーとは快適に遊べています。他の地域試していません。

要望はトレモのフレーム開示とデッドアングルアタックをつけて欲しいです…。",,,,,,0
5,5,76561199174504618,342,False,0,不好好搞游戏非要搞几把政治？fuck you,,,,,,0
6,6,76561198129741686,964,True,0,"ソルの最後の物語という触れ込みで飛びつきました。
初代からずっとシリーズを追い続けていましたが、今回で本当にソルの物語が区切りがついたんだなぁと感じました。
気の早い話ですが今後シリーズがどうなるのか、全体で見ると完結していない部分についてはアフターストーリーでどう触れられてくるのか、いろいろ気になるところはありますが、だとしてもソル＝バッドガイという人物の結末を見届けることが出来、感無量といったところです。",,,,,,0
7,7,76561199113353698,1622,False,4,"ネットワークエラーがひどすぎる早くなおしてほしい。
それ以外は面白いです",,,,,,0
8,8,76561198056620555,1527,True,5,"ギルティギアシリーズは初購入になります。
結論的には買って正解でした！

格闘ゲームはストリートファイターとKOFを少し触った程度しかプレイしたことがありませんが、GGSTは比較的コンボがしやすい（キャラによるけどもｗ）のと差し合いによる試合展開が多いので、自キャラの差し合いの仕方さえ学べば結構いけますね！
キャラも多すぎず少なすぎずで把握しやすいですし、私みたいな初心者でもランク戦の天上界までいけたぐらいお手軽です！",,,,,,0
9,9,76561198869221823,1209,True,2,"ゲーム自体は以前までのギルティギアのように覚えたコンボを押し付けるタイプから相手との読み合いのウェイトが重視され、画面の向こう側の相手を意識した「対戦ツール」として成長していると思う。
新規ユーザー層の取り込みやシリーズの今後の存続を考えればこの路線変更は英断だったと思う。
そのおかげで実力が違いすぎて全く勝てない相手と連戦しても飽きない（とはいえ後述の壁際コンボゲーばっかりだと嫌気が差すが）

しかし一方で、画面端で一方的なタコ殴りが存在したりキャラ相性が強すぎたり、なんだかんだ結局コンボゲーだったり、競技性を目指したとは思えない仕様の改善の余地は大いにありそう（古参ユーザーからの文句等で色々苦労したんだろうなとは思う）

なお、エラーでマッチング不能、途中終了やロビー退出などが頻出する状況に遭遇したので、サーバー周りに不安がある状態。
常に発生しているわけではないので過剰な心配は無用だが、これは減点要因。
PSと比べればユーザー数が少ないのに同額プライスなのもなぁとも思う。
それでもオンラインのアクティブユーザー数を最重視するなら今が旬だが、そうでなければ少し待って改善されてからの方がストレスは無いかと思う。",,,,,,0
